/begin_header
/start_date=1997-01-01
/end_date=2019-07-19
/north_latitude=48[deg]
/south_latitude=32[deg]
/east_longitude=-60[deg]
/west_longitude=-80[deg]
! Date processed: 2019-07-19 17:56:40 GMT
! Date archived: 2000-01-01 to 2019-07-19
! Water depth: 0.0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , VIIRS-SNPP          
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2019-06-27 17:39:43 
! Statistics:
!  Product Name , #   , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , VIIRS-SNPP Range    , In situ Range       
!  chlor_a      , 128 ,   1.13114 , NaN                   ,                   1.42455 , 0.164524 - 47.68464 , 0.201000 - 22.88572 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,viirs_filename,viirs_es_error,viirs_pixel_total,viirs_tdiff,viirs_solz,viirs_senz,viirs_cv,viirs_windspeed,viirs_chlor_a,insitu_chlor_a_type,insitu_chlor_a,viirs_rrs410,viirs_rrs443,viirs_rrs486,viirs_rrs551,viirs_rrs671
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
479079,37.23653000,-76.20799000,2014-03-20 18:29:00,cbp06,V2014079173000.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_479079_B5.tgz,0.00000000,25,-3342,37.55,46.19,0.027,3.068,4.34740900,chl,4.80600000,0.00421000,0.00627200,0.00897800,0.01278500,0.00537200
479565,37.58124000,-76.05799000,2014-04-21 19:45:00,cbp06,V2014111173000.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_479565_B5.tgz,0.00000000,25,-7822,26.55,44.63,0.053,3.392,10.40751200,chl,5.55360000,0.00057900,0.00159400,0.00282600,0.00519500,0.00151000
479571,37.68346000,-75.98966000,2014-04-21 20:26:00,cbp06,V2014111173000.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_479571_B5.tgz,0.00000000,25,-10281,26.66,44.18,0.079,3.212,15.11433100,chl,7.36920000,0.00054400,0.00147400,0.00261500,0.00536700,0.00173200
479955,37.48680000,-76.15633000,2014-05-12 19:18:00,cbp06,V2014132173600.L2_SNPP.R0000028718_39N_36N_76W_75W_OCVAL.nc_4551_479955_B5.tgz,0.00000000,25,-5793,21.19,38.59,0.085,4.779,15.93187400,chl,13.99080000,0.00067500,0.00106600,0.00149900,0.00316800,0.00087700
481185,37.41153000,-76.15966000,2014-07-07 16:10:00,cbp06,V2014188183000.L2_SNPP.R0000028718_38N_37N_76W_76W_OCVAL.nc_4551_481185_B5.tgz,0.00000000,25,8569,23.28,35.52,0.049,5.604,6.56038200,chl,11.74800000,0.00312300,0.00345100,0.00447600,0.00732800,0.00302800
481215,37.69180000,-76.18967000,2014-07-07 18:31:00,cbp06,V2014188183000.L2_SNPP.R0000028718_38N_37N_76W_76W_OCVAL.nc_4551_481215_B5.tgz,0.00000000,25,114,23.43,35.69,0.050,5.333,7.49566900,chl,12.46000000,0.00181100,0.00226800,0.00315700,0.00542800,0.00231400
481839,38.13705000,-76.22787000,2014-08-04 15:33:00,cbp06,V2014216180600.L2_SNPP.R0000028718_38N_37N_76W_76W_OCVAL.nc_4551_481839_B5.tgz,0.00000000,25,9323,24.49,2.34,0.060,0.401,5.82963200,chl,7.01800000,0.00197500,0.00212400,0.00227600,0.00361200,0.00121200
482013,38.82593000,-76.39945000,2014-08-05 16:43:00,cbp06,V2014217174800.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_482013_B5.tgz,0.00000000,25,4005,23.50,30.50,0.081,1.426,25.67800500,chl,13.03000000,0.00043900,0.00103100,0.00184500,0.00446400,0.00165600
482391,38.13705000,-76.22787000,2014-08-25 15:45:00,cbp06,V2014237181200.L2_SNPP.R0000028718_38N_37N_76W_76W_OCVAL.nc_4551_482391_B5.tgz,0.00000000,25,9007,31.49,8.16,0.038,3.516,9.04438800,chl,9.30700000,0.00151400,0.00169300,0.00214600,0.00384300,0.00152300
482613,37.69180000,-76.18967000,2014-08-27 14:47:00,cbp06,V2014239173600.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_482613_B5.tgz,0.00000000,25,10228,28.67,45.39,0.040,1.810,8.95400200,chl,4.80600000,0.00133100,0.00165600,0.00233600,0.00415800,0.00138100
482619,37.58847000,-76.16216000,2014-08-27 15:31:00,cbp06,V2014239173600.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_482619_B5.tgz,0.00000000,25,7586,28.57,45.48,0.049,2.131,8.76546600,chl,3.95160000,0.00114400,0.00160700,0.00245100,0.00435700,0.00130200
482643,37.48680000,-76.15633000,2014-08-27 17:35:00,cbp06,V2014239173600.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_482643_B5.tgz,0.00000000,25,144,28.47,45.61,0.097,2.424,8.82352800,chl,7.15560000,0.00153400,0.00203900,0.00324500,0.00572300,0.00203200
482649,37.41153000,-76.15966000,2014-08-27 18:08:00,cbp06,V2014239173600.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_482649_B5.tgz,0.00000000,25,-1838,28.40,45.71,0.058,2.643,9.25595400,chl,5.98080000,0.00117400,0.00180700,0.00294900,0.00521700,0.00186200
482661,37.23653000,-76.20799000,2014-08-27 19:08:00,cbp06,V2014239173600.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_482661_B5.tgz,0.00000000,25,-5439,28.22,46.20,0.116,3.045,8.16464600,chl,4.59240000,0.00149600,0.00198300,0.00304500,0.00539600,0.00168600
482865,38.13705000,-76.22787000,2014-09-15 15:34:00,cbp06,V2014258181800.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_482865_B5.tgz,0.00000000,25,10074,39.95,18.32,0.053,1.485,5.57983100,chl,8.43700000,0.00169900,0.00183100,0.00222500,0.00342900,0.00111100
483057,37.23653000,-76.20799000,2014-09-16 19:01:00,cbp06,V2014259180000.L2_SNPP.R0000028718_39N_37N_76W_76W_OCVAL.nc_4551_483057_B5.tgz,0.00000000,25,-3490,37.69,14.39,0.054,2.359,3.48648300,chl,7.47600000,0.00477100,0.00504800,0.00611400,0.00801200,0.00282300
483813,37.68346000,-75.98966000,2014-10-21 17:42:00,cbp06,V2014294184200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_483813_B5.tgz,0.00000000,25,3917,55.95,49.40,0.066,1.839,4.53011100,chl,5.01960000,0.00206000,0.00333400,0.00493500,0.00706900,0.00240700
483831,37.58124000,-76.05799000,2014-10-21 18:25:00,cbp06,V2014294184200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_483831_B5.tgz,0.00000000,25,1335,55.83,49.09,0.035,1.983,4.02720700,chl,5.76720000,0.00231500,0.00337500,0.00461200,0.00636400,0.00218700
483843,37.41153000,-76.07966000,2014-10-21 19:45:00,cbp06,V2014294184200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_483843_B5.tgz,0.00000000,25,-3467,55.67,48.86,0.044,2.255,3.92772400,chl,4.69920000,0.00244500,0.00373000,0.00513800,0.00706100,0.00229800
483849,37.23653000,-76.20799000,2014-10-21 20:46:00,cbp06,V2014294184200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_483849_B5.tgz,0.00000000,25,-7130,55.47,48.31,0.035,2.610,3.78942000,chl,5.12640000,0.00184000,0.00307500,0.00456400,0.00618200,0.00187100
484365,38.65490000,-76.26430000,2014-11-19 16:00:00,cbp06,V2014323180000.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_484365_B5.tgz,0.00000000,25,7387,60.66,12.10,0.037,3.216,7.57478600,chl,6.84000000,0.00143300,0.00321000,0.00551200,0.00935100,0.00410000
484377,38.64618000,-76.42127000,2014-11-19 16:36:00,cbp06,V2014323180000.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_484377_B5.tgz,0.00000000,25,5227,60.60,13.11,0.107,3.182,10.26665900,chl,9.39800000,0.00034600,0.00089200,0.00171100,0.00308800,0.00126400
484395,38.82593000,-76.39945000,2014-11-19 17:29:00,cbp06,V2014323180000.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_484395_B5.tgz,0.00000000,25,2050,60.78,12.60,0.094,3.048,10.56799500,chl,10.57300000,0.00063700,0.00127600,0.00206600,0.00390800,0.00169000
484599,37.11681000,-76.12521000,2014-12-15 16:00:00,cbp06,V2014349181200.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_484599_B5.tgz,0.00000000,25,8090,62.94,6.78,0.032,0.849,3.33998100,chl,2.40300000,0.00415000,0.00522000,0.00700800,0.00914700,0.00253400
484635,38.41457000,-76.34565000,2014-12-15 18:42:00,cbp06,V2014349181200.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_484635_B5.tgz,0.00000000,25,-1609,64.14,7.90,0.132,1.593,4.32958000,chl,7.47600000,0.00191400,0.00214900,0.00240800,0.00333900,0.00107100
484911,38.19685000,-75.97321000,2015-01-05 16:48:00,cbp06,V2015005181800.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_484911_B5.tgz,0.00000000,25,5570,63.07,19.68,0.041,8.658,9.34957300,chl,9.26000000,0.00114500,0.00342400,0.00632100,0.01140800,0.00674400
485223,37.48680000,-76.15633000,2015-01-16 16:57:00,cbp06,V2015016181200.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_485223_B5.tgz,0.00000000,25,4622,60.04,6.91,0.058,4.112,4.47262600,chl,2.67000000,0.00232900,0.00350800,0.00544800,0.00787000,0.00223600
485229,37.41153000,-76.15966000,2015-01-16 17:29:00,cbp06,V2015016181200.L2_SNPP.R0000028718_37N_37N_76W_76W_OCVAL.nc_4551_485229_B5.tgz,0.00000000,25,2700,59.97,6.72,0.042,3.998,3.93731200,chl,2.88360000,0.00352800,0.00543700,0.00816900,0.01130800,0.00389200
485403,38.55505000,-76.42794000,2015-02-11 16:32:00,cbp06,V2015042182400.L2_SNPP.R0000028718_38N_38N_76W_76W_OCVAL.nc_4551_485403_B5.tgz,0.00000000,25,6849,54.75,26.31,0.083,1.314,12.88039800,chl,12.81600000,0.00060600,0.00154900,0.00297500,0.00605500,0.00233800
485409,38.64618000,-76.42127000,2015-02-11 17:13:00,cbp06,V2015042182400.L2_SNPP.R0000028718_38N_38N_76W_76W_OCVAL.nc_4551_485409_B5.tgz,0.00000000,25,4389,54.83,26.43,0.091,1.251,13.37427800,chl,13.03000000,0.00033500,0.00124200,0.00254200,0.00509000,0.00216800
485415,38.82593000,-76.39945000,2015-02-11 18:10:00,cbp06,V2015042182400.L2_SNPP.R0000028718_38N_38N_76W_76W_OCVAL.nc_4551_485415_B5.tgz,0.00000000,24,973,55.00,26.86,0.063,1.190,13.03003100,chl,11.96200000,0.00045800,0.00125800,0.00225800,0.00453500,0.00180600
486009,37.11681000,-76.12521000,2015-04-06 15:23:00,cbp06,V2015096181200.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_486009_B5.tgz,0.00000000,25,10156,34.02,6.12,0.052,5.433,3.32327800,chl,1.28160000,0.00240000,0.00401400,0.00624200,0.00800700,0.00164500
486015,38.13705000,-76.22787000,2015-04-06 15:38:00,cbp06,V2015096181200.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_486015_B5.tgz,0.00000000,25,9272,34.89,7.46,0.063,6.806,6.78645800,chl,3.95200000,0.00035000,0.00134100,0.00249600,0.00409700,0.00097700
486057,37.58124000,-76.05799000,2015-04-06 18:45:00,cbp06,V2015096181200.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_486057_B5.tgz,0.00000000,25,-1957,34.46,7.45,0.055,6.340,4.05760600,chl,1.70880000,0.00130300,0.00242700,0.00384600,0.00537400,0.00103900
486063,37.68346000,-75.98966000,2015-04-06 19:29:00,cbp06,V2015096181200.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_486063_B5.tgz,0.00000000,25,-4595,34.58,8.12,0.042,6.621,4.64180300,chl,2.24280000,0.00112000,0.00223600,0.00363000,0.00524500,0.00110200
486633,36.99570000,-76.02048000,2015-05-05 16:59:00,cbp06,V2015125172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_486633_B5.tgz,0.00000000,25,1723,21.55,51.93,0.048,5.162,5.40648500,chl,6.83520000,0.00330500,0.00365300,0.00436600,0.00671600,0.00173400
486651,37.11681000,-76.12521000,2015-05-05 18:38:00,cbp06,V2015125172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_486651_B5.tgz,0.00000000,25,-4217,21.61,52.12,0.039,4.962,6.28548000,chl,8.86440000,0.00281500,0.00304300,0.00343800,0.00551100,0.00127400
486657,37.23653000,-76.20799000,2015-05-05 19:32:00,cbp06,V2015125172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_486657_B5.tgz,0.00000000,25,-7453,21.73,52.16,0.067,4.671,7.41563900,chl,12.28200000,0.00254200,0.00278100,0.00310600,0.00513500,0.00119000
487569,37.11681000,-76.12521000,2015-06-22 15:06:00,cbp06,V2015173172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_487569_B5.tgz,0.00000000,25,8494,14.44,51.73,0.064,0.858,5.54419300,chl,3.84480000,0.00296100,0.00362100,0.00496300,0.00775500,0.00233000
487605,37.41153000,-76.07966000,2015-06-22 17:35:00,cbp06,V2015173172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_487605_B5.tgz,0.00000000,25,-442,14.71,51.22,0.039,0.631,9.21863200,chl,4.48560000,0.00154000,0.00209900,0.00309200,0.00549700,0.00153000
487617,37.48680000,-76.15633000,2015-06-22 18:45:00,cbp06,V2015173172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_487617_B5.tgz,0.00000000,25,-4640,14.77,51.28,0.027,0.725,10.30025300,chl,5.47350000,0.00192100,0.00223300,0.00301400,0.00564500,0.00160900
487623,37.58847000,-76.16216000,2015-06-22 19:26:00,cbp06,V2015173172400.L2_SNPP.R0000028718_38N_36N_76W_75W_OCVAL.nc_4551_487623_B5.tgz,0.00000000,25,-7099,14.86,51.17,0.036,0.960,9.37894200,chl,6.94200000,0.00193200,0.00225300,0.00299900,0.00547700,0.00167500
487761,37.23653000,-76.20799000,2015-06-23 20:35:00,cbp06,V2015174184800.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_487761_B5.tgz,0.00000000,25,-6348,25.88,53.54,0.049,4.421,9.76790000,chl,6.94200000,0.00202100,0.00285200,0.00412500,0.00747600,0.00210900
489483,38.64498000,-76.40131000,2015-09-15 15:33:00,cbp06,V2015258173000.L2_SNPP.R0000028718_39N_38N_76W_76W_OCVAL.nc_4551_489483_B5.tgz,0.00000000,25,7192,36.43,45.08,0.108,0.402,47.68464300,chl,6.30100000,-0.00029000,0.00019300,0.00073800,0.00207000,0.00087400
489921,38.13705000,-76.22787000,2015-10-19 16:09:00,cbp06,V2015292183000.L2_SNPP.R0000028718_38N_37N_76W_76W_OCVAL.nc_4551_489921_B5.tgz,0.00000000,25,8765,54.09,42.38,0.056,0.626,19.70317400,chl,6.40800000,-0.00065900,0.00008200,0.00084500,0.00190900,0.00073700
490005,37.11681000,-76.12521000,2015-10-20 15:23:00,cbp06,V2015293181200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_490005_B5.tgz,0.00000000,25,10375,51.70,16.51,0.074,3.400,5.13001900,chl,4.27200000,0.00134000,0.00251700,0.00439400,0.00660400,0.00223800
490017,37.22875000,-76.05383000,2015-10-20 16:12:00,cbp06,V2015293181200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_490017_B5.tgz,0.00000000,25,7437,51.83,17.18,0.066,3.486,4.82723400,chl,6.08760000,0.00175300,0.00337400,0.00581600,0.00864000,0.00324800
490053,37.41153000,-76.07966000,2015-10-20 17:59:00,cbp06,V2015293181200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_490053_B5.tgz,0.00000000,25,1021,51.98,17.37,0.045,3.619,4.61971500,chl,6.83520000,0.00136300,0.00266200,0.00462900,0.00680800,0.00261900
490071,37.41153000,-76.15966000,2015-10-20 18:41:00,cbp06,V2015293181200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_490071_B5.tgz,0.00000000,25,-1499,51.95,16.82,0.055,3.568,4.64510600,chl,5.34000000,0.00134900,0.00276100,0.00480900,0.00686600,0.00261800
490083,37.48680000,-76.15633000,2015-10-20 19:14:00,cbp06,V2015293181200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_490083_B5.tgz,0.00000000,25,-3479,52.02,16.95,0.061,3.610,4.76455600,chl,8.01000000,0.00111700,0.00225600,0.00408700,0.00604700,0.00232700
490089,37.58847000,-76.16216000,2015-10-20 19:57:00,cbp06,V2015293181200.L2_SNPP.R0000028718_39N_37N_76W_75W_OCVAL.nc_4551_490089_B5.tgz,0.00000000,25,-6058,52.12,17.13,0.076,3.673,5.75531300,chl,4.69920000,0.00051400,0.00134300,0.00241300,0.00375700,0.00127500
490179,37.79652000,-75.84438000,2015-10-21 16:40:00,cbp06,V2015294175400.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_490179_B5.tgz,0.00000000,25,4636,51.20,11.59,0.095,3.810,6.34773800,chl,6.83520000,0.00272200,0.00407400,0.00643100,0.01032900,0.00367300
490191,37.68346000,-75.98966000,2015-10-21 17:39:00,cbp06,V2015294175400.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_490191_B5.tgz,0.00000000,25,1094,51.05,12.69,0.053,3.470,6.01763900,chl,3.20400000,0.00135700,0.00229700,0.00387200,0.00610000,0.00195800
490197,37.58124000,-76.05799000,2015-10-21 18:23:00,cbp06,V2015294175400.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_490197_B5.tgz,0.00000000,25,-1548,50.94,13.35,0.070,3.126,5.57737100,chl,3.73800000,0.00102500,0.00175200,0.00284000,0.00441100,0.00143000
490203,37.23653000,-76.20799000,2015-10-21 20:11:00,cbp06,V2015294175400.L2_SNPP.R0000028718_38N_37N_76W_75W_OCVAL.nc_4551_490203_B5.tgz,0.00000000,25,-8033,50.56,15.06,0.037,2.274,4.52443100,chl,4.16520000,0.00156300,0.00252400,0.00406100,0.00584000,0.00210200
490431,37.48680000,-76.15633000,2015-11-16 15:24:00,cbp06,V2015320180600.L2_SNPP.R0000028718_39N_36N_76W_76W_OCVAL.nc_4551_490431_B5.tgz,0.00000000,25,9929,59.35,6.96,0.080,0.766,4.58339900,chl,5.12640000,0.00075400,0.00158000,0.00245400,0.00355300,0.00115200
490437,37.91011000,-76.17137000,2015-11-16 15:45:00,cbp06,V2015320180600.L2_SNPP.R0000028718_39N_36N_76W_76W_OCVAL.nc_4551_490437_B5.tgz,0.00000000,25,8677,59.74,7.69,0.139,0.995,7.31179300,chl,5.87400000,0.00019700,0.00082300,0.00147500,0.00248400,0.00097000
490479,37.58847000,-76.16216000,2015-11-16 17:41:00,cbp06,V2015320180600.L2_SNPP.R0000028718_39N_36N_76W_76W_OCVAL.nc_4551_490479_B5.tgz,0.00000000,25,1711,59.44,7.15,0.140,0.820,5.17724400,chl,3.31080000,0.00079200,0.00138200,0.00206600,0.00309500,0.00109400
490491,37.69180000,-76.18967000,2015-11-16 18:35:00,cbp06,V2015320180600.L2_SNPP.R0000028718_39N_36N_76W_76W_OCVAL.nc_4551_490491_B5.tgz,0.00000000,25,-1527,59.53,7.15,0.075,0.840,5.15955000,chl,5.01960000,0.00052100,0.00118500,0.00181400,0.00272800,0.00099500
490497,38.41457000,-76.34565000,2015-11-16 18:46:00,cbp06,V2015320180600.L2_SNPP.R0000028718_39N_36N_76W_76W_OCVAL.nc_4551_490497_B5.tgz,0.00000000,25,-2175,60.17,7.59,0.093,0.944,21.91152500,chl,13.13600000,-0.00020600,0.00025700,0.00074700,0.00173400,0.00108500
490515,37.80013000,-76.17466000,2015-11-16 20:14:00,cbp06,V2015320180600.L2_SNPP.R0000028718_39N_36N_76W_76W_OCVAL.nc_4551_490515_B5.tgz,0.00000000,25,-7465,59.64,7.45,0.102,0.923,5.69435500,chl,4.27200000,0.00050000,0.00109900,0.00168800,0.00263000,0.00096000
490719,36.99570000,-76.02048000,2015-11-24 14:28:00,cbp06,V2015328171800.L2_SNPP.R0000028718_37N_36N_76W_75W_OCVAL.nc_4551_490719_B5.tgz,0.00000000,25,10275,57.97,56.21,0.071,1.418,3.10856400,chl,3.73800000,0.00395900,0.00594700,0.00815200,0.01027300,0.00451700
490731,37.23653000,-76.20799000,2015-11-24 16:42:00,cbp06,V2015328171800.L2_SNPP.R0000028718_37N_36N_76W_75W_OCVAL.nc_4551_490731_B5.tgz,0.00000000,25,2241,58.20,56.40,0.115,1.369,3.53232700,chl,4.50933000,0.00316400,0.00449800,0.00600100,0.00791800,0.00312300
490935,37.48680000,-76.15633000,2015-12-15 18:47:00,cbp06,V2015349172400.L2_SNPP.R0000028718_39N_37N_76W_76W_OCVAL.nc_4551_490935_B5.tgz,0.00000000,25,-4893,61.06,51.16,0.077,3.923,4.34150900,chl,3.31080000,0.00115500,0.00175500,0.00222000,0.00312100,0.00087200
491157,37.69180000,-76.18967000,2016-01-13 17:33:00,cbp06,V2016013181800.L2_SNPP.R0000028718_37N_37N_76W_75W_OCVAL.nc_4551_491157_B5.tgz,0.00000000,25,2913,61.31,26.87,0.096,5.006,8.01021900,chl,5.44680000,0.00028100,0.00118100,0.00218300,0.00381800,0.00125900
491169,37.80013000,-76.17466000,2016-01-13 19:05:00,cbp06,V2016013181800.L2_SNPP.R0000028718_37N_37N_76W_75W_OCVAL.nc_4551_491169_B5.tgz,0.00000000,25,-2605,61.41,27.12,0.091,5.210,6.81285100,chl,4.69920000,0.00065900,0.00156400,0.00252000,0.00419700,0.00134200
491175,37.77513000,-75.97466000,2016-01-13 20:12:00,cbp06,V2016013181800.L2_SNPP.R0000028718_37N_37N_76W_75W_OCVAL.nc_4551_491175_B5.tgz,0.00000000,25,-6625,61.43,28.17,0.096,5.604,6.03002600,chl,5.76720000,0.00216900,0.00367600,0.00590400,0.00946000,0.00344100
491187,37.58847000,-76.16216000,2016-01-14 18:17:00,cbp06,V2016014180000.L2_SNPP.R0000028718_4551_491187_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-861,60.01,3.30,0.069,5.050,5.42386300,chl,5.23320000,0.00092700,0.00169400,0.00267300,0.00412900,0.00124300
491337,36.99542000,-76.16772000,2016-02-09 19:39:00,cbp06,V2016040181200.L2_SNPP.R0000028718_38N_36N_76W_76W_OCVAL.nc_4551_491337_B5.tgz,0.00000000,25,-5063,53.32,16.16,0.079,4.299,4.96548400,chl,11.74800000,0.00423000,0.00541500,0.00749400,0.01128400,0.00486100
297034,43.87000000,-62.86000000,2012-09-25 17:15:00,dfo_canada_chl,V2012269163000.L2_SNPP.R0000027874_44N_43N_63W_62W_OCVAL.nc_3273_297034_B5.tgz,0.00000000,25,-2589,45.53,38.22,0.061,6.325,0.45798900,chl,0.47999999,0.00202600,0.00204300,0.00205800,0.00112200,0.00011400
297039,42.73000000,-61.61000000,2012-09-26 14:36:00,dfo_canada_chl,V2012270161200.L2_SNPP.R0000027874_42N_42N_61W_61W_OCVAL.nc_3273_297039_B5.tgz,0.00000000,25,5803,44.44,52.17,0.035,3.317,0.27018000,chl,0.20100001,0.00440100,0.00407700,0.00377400,0.00160600,0.00015500
692426,33.43830000,-78.46830000,2014-11-18 20:10:00,viirs_2014_foster,V2014322181800.L2_SNPP.R0000032516_33N_33N_78W_78W_OCVAL.nc_4003_692426_B5.tgz,0.00000000,25,-6563,56.24,6.38,0.090,5.712,2.04291600,chl_a,1.92000000,0.00224700,0.00306800,0.00385500,0.00417200,0.00093100
741849,32.49070000,-77.86770000,2015-12-11 16:28:00,viirs_2015_foster,V2015345183600.L2_SNPP.R0000032543_32N_32N_77W_77W_OCVAL.nc_4293_741849_B5.tgz,0.00000000,25,7888,59.94,36.83,0.028,2.584,0.16452400,chl_a,0.24500000,0.00558300,0.00507800,0.00432700,0.00138700,0.00014700
741855,32.64310000,-77.85300000,2015-12-11 19:54:00,viirs_2015_foster,V2015345183600.L2_SNPP.R0000032543_32N_32N_77W_77W_OCVAL.nc_4293_741855_B5.tgz,0.00000000,25,-4470,60.09,37.05,0.049,2.748,0.17046200,chl_a,0.25200000,0.00564800,0.00509900,0.00449600,0.00149900,0.00015400
