/begin_header
/start_date=1997-01-01
/end_date=2019-07-19
/north_latitude=48[deg]
/south_latitude=32[deg]
/east_longitude=-60[deg]
/west_longitude=-80[deg]
! Date processed: 2019-07-19 17:54:32 GMT
! Date archived: 2000-01-01 to 2019-07-19
! Water depth: 0.0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , MODIS-Aqua          
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2019-06-12 19:30:40 
! Statistics:
!  Product Name , #   , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , MODIS-Aqua Range    , In situ Range       
!  chlor_a      , 621 ,   1.21925 , NaN                   ,                   1.63586 , 0.100876 - 99.17241 , 0.065000 - 58.09900 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,aqua_filename,aqua_es_error,aqua_pixel_total,aqua_tdiff,aqua_solz,aqua_senz,aqua_cv,aqua_windspeed,aqua_chlor_a,insitu_chlor_a_type,insitu_chlor_a,aqua_rrs412,aqua_rrs443,aqua_rrs469,aqua_rrs488,aqua_rrs531,aqua_rrs547,aqua_rrs555,aqua_rrs645,aqua_rrs667,aqua_rrs678
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
280158,38.31827000,-76.29485000,2009-10-19 16:30:00,2009oct_chesapeake,A2009292183500.L2_LAC.R0000018533_38N_38N_76W_76W.hdf_OCVAL.nc_2009oct_chesapeake_280158_B5.tgz,0.00000000,22,7501,54.36,31.15,0.035,3.690,9.01203100,chl_a,5.75699997,0.00016900,0.00125200,0.00259400,0.00353300,0.00554900,0.00591700,0.00574000,0.00267700,0.00198100,0.00200100
280173,38.55670000,-76.43680000,2009-10-21 19:25:00,2009oct_chesapeake,A2009294182000.L2_LAC.R0000018533_38N_38N_76W_76W.hdf_OCVAL.nc_2009oct_chesapeake_280173_B5.tgz,0.00000000,25,-3732,54.00,9.67,0.094,0.506,15.76273100,chl_a,12.83399963,-0.00013200,0.00023900,0.00089200,0.00120100,0.00235000,0.00236900,0.00235800,0.00116300,0.00080800,0.00104900
280174,38.64722000,-76.41840000,2009-10-21 20:15:00,2009oct_chesapeake,A2009294182000.L2_LAC.R0000018533_38N_38N_76W_76W.hdf_OCVAL.nc_2009oct_chesapeake_280174_B5.tgz,0.00000000,25,-6732,54.08,9.94,0.053,0.528,14.94661100,chl_a,11.26599979,-0.00011400,0.00028700,0.00086400,0.00121900,0.00231700,0.00232300,0.00229300,0.00123900,0.00086100,0.00112500
100294,42.60020000,-70.56620000,2005-04-05 17:00:00,apr05mb,A2005095175000.L2_LAC.R0000018583_42N_42N_70W_70W.hdf_OCVAL.nc_apr05mb_100294_B5.tgz,0.00000000,25,3185,39.29,16.17,0.016,2.478,7.69278300,chl_a,3.11500001,0.00063500,0.00121800,0.00189600,0.00205600,0.00305900,0.00332800,0.00318100,0.00162900,0.00132200,0.00130300
210293,36.68450000,-75.76770000,2005-07-27 18:34:00,b02_biome,A2005208183000.L2_LAC.R0000018591_36N_36N_75W_75W.hdf_OCVAL.nc_b02_biome_210293_B5.tgz,0.00000000,25,0,25.56,40.63,0.036,3.568,1.58254800,chl_a,0.64700001,0.00355300,0.00355100,0.00405000,0.00403600,0.00423100,0.00386800,0.00359000,0.00036700,0.00044500,0.00054900
210294,36.74230000,-75.45520000,2005-07-27 21:27:00,b02_biome,A2005208183000.L2_LAC.R0000018591_36N_36N_75W_75W.hdf_OCVAL.nc_b02_biome_210294_B5.tgz,0.00000000,25,-10380,25.78,42.10,0.023,4.912,0.62252000,chl_a,0.24100000,0.00442100,0.00450300,0.00489200,0.00465000,0.00368500,0.00300000,0.00264900,0.00018800,0.00028200,0.00027200
210334,37.79600000,-75.31000000,2006-05-12 14:49:00,b03_biome,A2006132174000.L2_LAC.R0000018592_37N_37N_75W_74W.hdf_OCVAL.nc_b03_biome_210334_B5.tgz,0.00000000,25,10314,21.75,44.64,0.056,1.736,2.83526300,chl_a,2.84699988,0.00776400,0.00952700,0.01140200,0.01225000,0.01452800,0.01458700,0.01384000,0.00638200,0.00515800,0.00493000
210335,37.70100000,-75.05800000,2006-05-12 17:13:00,b03_biome,A2006132174000.L2_LAC.R0000018592_37N_37N_75W_74W.hdf_OCVAL.nc_b03_biome_210335_B5.tgz,0.00000000,25,1671,21.74,43.76,0.028,2.019,1.31307600,chl_a,0.87800002,0.00466300,0.00494500,0.00549300,0.00548200,0.00532000,0.00492000,0.00446200,0.00103300,0.00078300,0.00077600
210336,37.63300000,-74.86500000,2006-05-12 19:02:00,b03_biome,A2006132174000.L2_LAC.R0000018592_37N_37N_75W_74W.hdf_OCVAL.nc_b03_biome_210336_B5.tgz,0.00000000,25,-4871,21.76,42.98,0.053,1.987,0.89847700,chl_a,0.65600002,0.00424400,0.00426200,0.00461100,0.00450500,0.00393100,0.00348500,0.00315300,0.00066600,0.00047500,0.00046700
210337,37.57800000,-74.70200000,2006-05-12 20:37:00,b03_biome,A2006132174000.L2_LAC.R0000018592_37N_37N_75W_74W.hdf_OCVAL.nc_b03_biome_210337_B5.tgz,0.00000000,25,-10572,21.78,42.30,0.016,1.961,0.77721500,chl_a,1.00100005,0.00378200,0.00360800,0.00374000,0.00356300,0.00299400,0.00260500,0.00228600,0.00048700,0.00031400,0.00032900
5037,32.17090000,-64.50880000,2003-02-22 17:40:00,bats173,A2003053173000.L2_LAC.R0000018606_32N_32N_64W_64W.hdf_OCVAL.nc_bats173_5037_B5.tgz,0.00000000,25,-488,44.72,5.10,0.024,9.093,0.21231400,chl,0.38200000,0.00592100,0.00472000,0.00470500,0.00411800,0.00209500,0.00167000,0.00146500,0.00017200,0.00018200,0.00020800
5234,32.24060000,-64.24910000,2003-04-02 17:07:00,bats174a,A2003092173500.L2_LAC.R0000018609_32N_32N_64W_64W.hdf_OCVAL.nc_bats174a_5234_B5.tgz,0.00000000,25,1834,32.68,19.00,0.023,7.253,0.15620400,chl,0.26899999,0.00707300,0.00568600,0.00538000,0.00453400,0.00204400,0.00153400,0.00122800,0.00007900,0.00009700,0.00010800
5248,32.17920000,-64.46660000,2003-04-23 19:42:00,bats175,A2003113175500.L2_LAC.R0000018610_32N_32N_64W_64W.hdf_OCVAL.nc_bats175_5248_B5.tgz,0.00000000,25,-6368,30.10,45.83,0.015,4.186,0.10087600,chl,0.06500000,0.00869500,0.00782900,0.00711600,0.00588900,0.00214800,0.00151700,0.00128400,0.00007800,0.00011600,0.00012100
6202,32.14800000,-64.56630000,2003-11-07 14:59:00,bats182,A2003311171500.L2_LAC.R0000018617_bats182_6202.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,8411,51.86,21.10,0.012,5.216,0.11669000,chl,0.13699999,0.00817300,0.00676200,0.00645100,0.00521100,0.00174300,0.00124900,0.00105200,-0.00008800,0.00005500,0.00009200
7266,37.66480000,-76.16717000,2003-10-03 17:08:00,bio0302,A2003276182500.L2_LAC.R0000018722_38N_37N_76W_76W.hdf_OCVAL.nc_bio0302_7266_B5.tgz,0.00000000,25,4838,47.15,31.00,0.093,2.279,11.40543300,chl,7.98000002,0.00117600,0.00176200,0.00269900,0.00309700,0.00500000,0.00558800,0.00552200,0.00329900,0.00252700,0.00263200
7267,37.71620000,-76.17133000,2003-10-03 17:25:00,bio0302,A2003276182500.L2_LAC.R0000018722_38N_37N_76W_76W.hdf_OCVAL.nc_bio0302_7267_B5.tgz,0.00000000,25,3818,47.18,31.00,0.090,2.306,13.47690100,chl,11.48999977,0.00090000,0.00132800,0.00201300,0.00238700,0.00384700,0.00443300,0.00445600,0.00255900,0.00192900,0.00205900
7268,37.78600000,-76.16983000,2003-10-03 17:48:00,bio0302,A2003276182500.L2_LAC.R0000018722_38N_37N_76W_76W.hdf_OCVAL.nc_bio0302_7268_B5.tgz,0.00000000,25,2439,47.24,31.09,0.084,2.360,16.00844200,chl,11.48999977,0.00060600,0.00100200,0.00171800,0.00198200,0.00336000,0.00395900,0.00402800,0.00224700,0.00168000,0.00184900
7269,37.85580000,-76.16500000,2003-10-03 18:10:00,bio0302,A2003276182500.L2_LAC.R0000018722_38N_37N_76W_76W.hdf_OCVAL.nc_bio0302_7269_B5.tgz,0.00000000,25,1121,47.31,31.32,0.035,2.432,20.24565900,chl,18.68000031,0.00068500,0.00105300,0.00180200,0.00202000,0.00352700,0.00419900,0.00432000,0.00261600,0.00189700,0.00207200
7275,38.20230000,-76.28567000,2003-10-03 20:37:00,bio0302,A2003276182500.L2_LAC.R0000018722_38N_37N_76W_76W.hdf_OCVAL.nc_bio0302_7275_B5.tgz,0.00000000,25,-7695,47.56,31.10,0.064,2.676,25.11509000,chl,10.43999958,-0.00053700,0.00028900,0.00121900,0.00173300,0.00326500,0.00377700,0.00376100,0.00189700,0.00144900,0.00157500
64230,37.23653000,-76.20799000,2002-08-14 19:24:00,cbp03,A2002226173500.L2_LAC.R0000018844_39N_37N_76W_76W.hdf_OCVAL.nc_cbp03_64230_B5.tgz,0.00000000,25,-6533,23.68,55.09,0.137,5.266,4.65533000,chl,5.34000015,0.00248400,0.00223400,0.00248700,0.00251100,0.00338400,0.00358900,0.00344300,0.00053400,0.00039300,0.00055300
64268,37.41153000,-76.15966000,2002-09-05 17:57:00,cbp03,A2002248183500.L2_LAC.R0000018844_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_64268_B5.tgz,0.00000000,25,2334,37.27,38.82,0.100,4.366,13.08048800,chl,5.23320007,0.00097300,0.00094800,0.00151000,0.00181000,0.00318700,0.00340600,0.00336300,0.00098600,0.00077200,0.00101900
64269,37.48680000,-76.15633000,2002-09-05 19:09:00,cbp03,A2002248183500.L2_LAC.R0000018844_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_64269_B5.tgz,0.00000000,25,-1985,37.32,38.86,0.132,4.240,12.56875900,chl,4.80600023,0.00085000,0.00083600,0.00142400,0.00167900,0.00287200,0.00300600,0.00297700,0.00080100,0.00062000,0.00086800
64273,37.58124000,-76.05799000,2002-09-06 14:43:00,cbp03,A2002249174000.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_64273_B5.tgz,0.00000000,25,10672,32.45,48.64,0.040,4.394,3.23561100,chl,4.37879992,0.00370900,0.00284400,0.00277400,0.00267000,0.00350100,0.00355300,0.00340000,0.00079400,0.00057100,0.00071500
64328,37.23653000,-76.20799000,2002-09-19 19:09:00,cbp03,A2002262184500.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_64328_B5.tgz,0.00000000,25,-1268,43.85,51.95,0.071,3.243,6.76999700,chl,5.98080015,0.00296200,0.00294500,0.00379200,0.00425600,0.00654900,0.00663900,0.00649500,0.00222600,0.00169600,0.00179300
64329,37.11681000,-76.12521000,2002-09-19 20:43:00,cbp03,A2002262184500.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_64329_B5.tgz,0.00000000,25,-6911,43.79,52.12,0.035,3.351,6.57119900,chl,3.41759992,0.00257800,0.00246600,0.00325200,0.00363300,0.00551100,0.00561600,0.00553600,0.00176600,0.00140900,0.00152300
64357,37.23653000,-76.20799000,2002-10-23 17:28:00,cbp03,A2002296183500.L2_LAC.R0000018844_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_64357_B5.tgz,0.00000000,25,4056,54.81,38.94,0.045,2.774,4.11266500,chl,4.80600023,0.00197100,0.00196500,0.00270900,0.00305200,0.00398900,0.00404500,0.00393800,0.00111600,0.00090700,0.00102100
64358,37.11681000,-76.12521000,2002-10-23 18:56:00,cbp03,A2002296183500.L2_LAC.R0000018844_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_64358_B5.tgz,0.00000000,25,-1227,54.73,39.23,0.101,2.837,4.34663000,chl,1.60200000,0.00205600,0.00208600,0.00287000,0.00328300,0.00431700,0.00445500,0.00429300,0.00107600,0.00090000,0.00097500
64420,37.91179000,-76.16800000,2003-01-13 19:23:00,cbp03,A2003013182000.L2_LAC.R0000018844_38N_37N_76W_75W.hdf_OCVAL.nc_cbp03_64420_B5.tgz,0.00000000,25,-3611,61.57,21.43,0.070,7.218,13.59823600,chl,10.30000019,0.00152400,0.00130000,0.00192700,0.00222500,0.00360100,0.00418400,0.00450200,0.00219700,0.00158600,0.00161100
64734,36.99570000,-76.02048000,2003-07-08 19:17:00,cbp03,A2003189182000.L2_LAC.R0000018844_39N_36N_76W_75W.hdf_OCVAL.nc_cbp03_64734_B5.tgz,0.00000000,25,-3283,21.47,21.06,0.022,1.992,10.82605000,chl,9.61199951,0.00344300,0.00315600,0.00384200,0.00389400,0.00639400,0.00694100,0.00667900,0.00321100,0.00274000,0.00265200
64930,37.11681000,-76.12521000,2003-09-25 15:11:00,cbp03,A2003268173500.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_64930_B5.tgz,0.00000000,25,8920,39.32,49.14,0.038,4.056,4.59216900,chl,5.60699987,0.00408600,0.00414700,0.00470400,0.00490400,0.00657600,0.00687200,0.00684300,0.00375100,0.00283200,0.00283800
64932,37.23653000,-76.20799000,2003-09-25 17:13:00,cbp03,A2003268173500.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_64932_B5.tgz,0.00000000,25,1603,39.43,49.22,0.040,4.107,5.40095100,chl,16.37599945,0.00359300,0.00391700,0.00468900,0.00507400,0.00689400,0.00728100,0.00722300,0.00445100,0.00340000,0.00336000
64967,37.23653000,-76.20799000,2003-10-24 18:13:00,cbp03,A2003297184500.L2_LAC.R0000018844_37N_36N_76W_76W.hdf_OCVAL.nc_cbp03_64967_B5.tgz,0.00000000,25,2042,56.32,52.49,0.076,2.236,9.04404900,chl,11.74800014,0.00095700,0.00188900,0.00299400,0.00373400,0.00580100,0.00634300,0.00628000,0.00348400,0.00265700,0.00267800
64968,37.11681000,-76.12521000,2003-10-24 19:07:00,cbp03,A2003297184500.L2_LAC.R0000018844_37N_36N_76W_76W.hdf_OCVAL.nc_cbp03_64968_B5.tgz,0.00000000,25,-1201,56.25,52.70,0.062,2.676,8.40281700,chl,8.01000023,0.00121000,0.00205700,0.00299300,0.00372800,0.00566600,0.00616100,0.00607600,0.00317700,0.00241600,0.00247400
64969,36.99542000,-76.16772000,2003-10-24 20:02:00,cbp03,A2003297184500.L2_LAC.R0000018844_37N_36N_76W_76W.hdf_OCVAL.nc_cbp03_64969_B5.tgz,0.00000000,25,-4503,56.16,52.59,0.071,2.922,9.71652700,chl,7.47599983,0.00098200,0.00196400,0.00306800,0.00393300,0.00630300,0.00697000,0.00695600,0.00408000,0.00318000,0.00318800
65006,37.77513000,-75.97466000,2003-11-17 16:58:00,cbp03,A2003321175500.L2_LAC.R0000018844_38N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65006_B5.tgz,0.00000000,25,3621,59.09,22.59,0.049,2.518,5.31516800,chl,12.41549969,0.00333800,0.00352400,0.00433500,0.00472000,0.00637400,0.00678700,0.00667900,0.00396000,0.00306700,0.00302000
65069,37.23653000,-76.20799000,2004-01-12 16:25:00,cbp03,A2004012184500.L2_LAC.R0000018844_38N_36N_76W_76W.hdf_OCVAL.nc_cbp03_65069_B5.tgz,0.00000000,25,8532,62.93,52.49,0.078,6.864,16.79726500,chl,20.13942909,0.00150200,0.00174200,0.00251300,0.00307600,0.00541400,0.00649500,0.00691800,0.00417700,0.00292900,0.00283700
65082,37.41153000,-76.07966000,2004-01-13 16:13:00,cbp03,A2004013175000.L2_LAC.R0000018844_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_65082_B5.tgz,0.00000000,25,5944,59.63,33.99,0.018,7.033,13.00249900,chl,25.49849892,0.00145100,0.00154800,0.00196300,0.00211400,0.00329900,0.00398100,0.00417900,0.00217200,0.00141900,0.00142100
65084,37.41153000,-76.15966000,2004-01-13 16:48:00,cbp03,A2004013175000.L2_LAC.R0000018844_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_65084_B5.tgz,0.00000000,25,3846,59.63,34.34,0.096,6.919,13.03901000,chl,24.83099937,0.00163600,0.00165400,0.00221900,0.00233500,0.00367800,0.00435100,0.00459000,0.00249900,0.00167000,0.00163500
65085,37.48680000,-76.15633000,2004-01-13 17:21:00,cbp03,A2004013175000.L2_LAC.R0000018844_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_65085_B5.tgz,0.00000000,25,1866,59.70,34.18,0.023,6.907,12.68004200,chl,23.76300049,0.00147600,0.00157500,0.00199300,0.00209600,0.00323700,0.00388700,0.00409300,0.00214000,0.00141600,0.00141700
65088,37.58847000,-76.16216000,2004-01-13 18:54:00,cbp03,A2004013175000.L2_LAC.R0000018844_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_65088_B5.tgz,0.00000000,25,-3713,59.79,34.09,0.034,6.850,13.15161200,chl,20.35000038,0.00149100,0.00159300,0.00210700,0.00224000,0.00350100,0.00421600,0.00438800,0.00239200,0.00157300,0.00155200
65112,37.90846000,-75.79132000,2004-02-19 15:42:00,cbp03,A2004050181000.L2_LAC.R0000018844_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65112_B5.tgz,0.00000000,25,8939,50.82,1.89,0.066,5.358,11.83714400,chl,11.03599930,0.00141700,0.00174500,0.00267600,0.00303700,0.00484400,0.00550300,0.00555700,0.00395400,0.00292500,0.00275400
65113,37.79652000,-75.84438000,2004-02-19 16:26:00,cbp03,A2004050181000.L2_LAC.R0000018844_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65113_B5.tgz,0.00000000,25,6298,50.70,1.17,0.121,5.318,11.38283800,chl,14.06199932,0.00159900,0.00181100,0.00259000,0.00291800,0.00473100,0.00538900,0.00545800,0.00330100,0.00234000,0.00221700
65114,37.77513000,-75.97466000,2004-02-19 17:16:00,cbp03,A2004050181000.L2_LAC.R0000018844_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65114_B5.tgz,0.00000000,25,3298,50.65,0.26,0.045,5.148,7.06210700,chl,7.47599983,0.00180000,0.00188000,0.00253700,0.00273300,0.00394300,0.00425000,0.00425200,0.00188600,0.00140800,0.00137400
65115,37.80013000,-76.17466000,2004-02-19 18:18:00,cbp03,A2004050181000.L2_LAC.R0000018844_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65115_B5.tgz,0.00000000,25,-421,50.64,1.31,0.078,4.820,5.46606500,chl,1.70879996,0.00178500,0.00202300,0.00286700,0.00311500,0.00436800,0.00469900,0.00459500,0.00180200,0.00140900,0.00131700
65117,37.69180000,-76.18967000,2004-02-19 19:57:00,cbp03,A2004050181000.L2_LAC.R0000018844_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65117_B5.tgz,0.00000000,25,-6364,50.52,1.77,0.040,4.826,5.94983000,chl,1.77999997,0.00206100,0.00263700,0.00373400,0.00423100,0.00588800,0.00631700,0.00618700,0.00261300,0.00207000,0.00195500
65217,37.58847000,-76.16216000,2004-04-20 19:48:00,cbp03,A2004111174000.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65217_B5.tgz,0.00000000,25,-7669,27.07,48.81,0.021,1.340,7.35771400,chl,7.74300003,0.00191100,0.00256200,0.00326500,0.00338400,0.00514900,0.00537700,0.00518100,0.00151600,0.00112800,0.00109600
65293,37.68346000,-75.98966000,2004-06-08 16:55:00,cbp03,A2004160182000.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65293_B5.tgz,0.00000000,25,5334,22.76,22.86,0.024,3.934,10.62384600,chl,11.56999969,0.00270800,0.00256000,0.00312300,0.00313700,0.00527600,0.00551300,0.00518900,0.00289000,0.00245300,0.00232200
65294,37.58124000,-76.05799000,2004-06-08 17:46:00,cbp03,A2004160182000.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65294_B5.tgz,0.00000000,25,2272,22.65,22.22,0.043,3.802,11.35554900,chl,10.67999935,0.00237500,0.00215200,0.00262600,0.00261700,0.00465500,0.00477400,0.00445800,0.00228300,0.00188700,0.00187000
65295,37.11681000,-76.12521000,2004-06-08 19:52:00,cbp03,A2004160182000.L2_LAC.R0000018844_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_65295_B5.tgz,0.00000000,25,-5294,22.33,20.93,0.063,3.547,12.98991700,chl,7.56500006,0.00338300,0.00303400,0.00362500,0.00361400,0.00632000,0.00681400,0.00636400,0.00282200,0.00237000,0.00219600
206871,37.79650000,-75.84440000,2005-01-13 16:40:00,cbp04,A2005013180000.L2_LAC.R0000018845_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206871_B5.tgz,0.00000000,24,5074,60.43,11.54,0.105,7.247,19.78272900,chl,13.07999992,0.00100700,0.00142400,0.00253800,0.00296300,0.00510900,0.00614300,0.00641500,0.00444300,0.00310600,0.00301100
206899,37.41150000,-76.07970000,2005-02-16 16:00:00,cbp04,A2005047175000.L2_LAC.R0000018845_39N_37N_76W_76W.hdf_OCVAL.nc_cbp04_206899_B5.tgz,0.00000000,25,6727,50.16,34.00,0.023,8.456,5.28656500,chl,5.73999977,0.00284800,0.00335700,0.00406700,0.00445700,0.00601600,0.00643800,0.00636600,0.00272000,0.00213800,0.00202300
206901,37.41150000,-76.15970000,2005-02-16 16:37:00,cbp04,A2005047175000.L2_LAC.R0000018845_39N_37N_76W_76W.hdf_OCVAL.nc_cbp04_206901_B5.tgz,0.00000000,25,4507,50.14,34.40,0.016,8.238,5.88753300,chl,10.40999985,0.00311000,0.00372600,0.00457000,0.00502300,0.00695500,0.00750000,0.00752500,0.00396700,0.00301500,0.00280700
206902,37.23650000,-76.20800000,2005-02-16 17:36:00,cbp04,A2005047175000.L2_LAC.R0000018845_39N_37N_76W_76W.hdf_OCVAL.nc_cbp04_206902_B5.tgz,0.00000000,25,965,49.96,35.03,0.030,8.046,5.77909300,chl,9.35000038,0.00345500,0.00392500,0.00481600,0.00526500,0.00721800,0.00778100,0.00776000,0.00405000,0.00309100,0.00285900
206903,37.11680000,-76.12520000,2005-02-16 18:30:00,cbp04,A2005047175000.L2_LAC.R0000018845_39N_37N_76W_76W.hdf_OCVAL.nc_cbp04_206903_B5.tgz,0.00000000,25,-2278,49.85,34.82,0.058,8.248,4.81053200,chl,8.68000031,0.00228300,0.00297700,0.00385000,0.00429900,0.00570400,0.00601800,0.00593300,0.00263200,0.00209600,0.00199300
206920,38.13680000,-76.22800000,2005-03-14 15:45:00,cbp04,A2005073182500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206920_B5.tgz,0.00000000,25,9833,43.95,31.37,0.029,3.998,12.46526100,chl,6.73000002,0.00063100,0.00112600,0.00176200,0.00203400,0.00329100,0.00376100,0.00373800,0.00156500,0.00114800,0.00116000
206921,37.58120000,-76.05800000,2005-03-14 16:25:00,cbp04,A2005073182500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206921_B5.tgz,0.00000000,25,7424,43.52,31.65,0.086,4.948,13.96672300,chl,18.29000092,0.00149400,0.00179300,0.00234900,0.00272300,0.00438200,0.00519600,0.00532400,0.00275000,0.00188000,0.00189600
206923,37.68350000,-75.98970000,2005-03-14 17:19:00,cbp04,A2005073182500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206923_B5.tgz,0.00000000,25,4186,43.64,32.21,0.037,5.109,16.06035000,chl,19.39999962,0.00125200,0.00152200,0.00202300,0.00230000,0.00386600,0.00455000,0.00473300,0.00263100,0.00175600,0.00177300
206927,37.77510000,-75.97470000,2005-03-14 20:27:00,cbp04,A2005073182500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206927_B5.tgz,0.00000000,25,-7093,43.72,32.40,0.081,5.064,14.42650200,chl,12.14999962,0.00172200,0.00195200,0.00255200,0.00290400,0.00477800,0.00559900,0.00584600,0.00348000,0.00237100,0.00231900
206928,37.80010000,-76.17470000,2005-03-14 21:23:00,cbp04,A2005073182500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206928_B5.tgz,0.00000000,25,-10453,43.67,31.29,0.020,4.410,10.89753400,chl,8.40999985,0.00123400,0.00156900,0.00222200,0.00248100,0.00388600,0.00444500,0.00451500,0.00188600,0.00138300,0.00138300
206979,37.41150000,-76.07970000,2005-04-05 17:02:00,cbp04,A2005095175000.L2_LAC.R0000018845_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206979_B5.tgz,0.00000000,25,2997,32.75,33.72,0.073,2.726,11.53986600,chl,9.21000004,0.00177900,0.00185000,0.00223100,0.00225600,0.00340500,0.00405300,0.00424400,0.00179800,0.00117300,0.00119900
206981,37.41150000,-76.15970000,2005-04-05 17:40:00,cbp04,A2005095175000.L2_LAC.R0000018845_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206981_B5.tgz,0.00000000,25,717,32.72,34.14,0.095,2.741,11.44242300,chl,14.14999962,0.00196400,0.00214900,0.00269100,0.00282200,0.00419100,0.00493200,0.00516100,0.00227000,0.00149400,0.00150200
206983,37.48680000,-76.15630000,2005-04-05 18:29:00,cbp04,A2005095175000.L2_LAC.R0000018845_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206983_B5.tgz,0.00000000,25,-2223,32.79,34.00,0.058,2.714,10.36871700,chl,11.21000004,0.00184500,0.00198200,0.00238700,0.00244000,0.00362000,0.00427200,0.00442800,0.00189100,0.00126700,0.00129800
206988,37.58850000,-76.16220000,2005-04-05 20:09:00,cbp04,A2005095175000.L2_LAC.R0000018845_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206988_B5.tgz,0.00000000,25,-8220,32.89,33.81,0.047,2.678,9.70640200,chl,11.21000004,0.00183600,0.00193100,0.00229400,0.00234400,0.00345700,0.00404400,0.00416900,0.00173300,0.00122600,0.00125000
207039,37.41150000,-76.07970000,2005-05-09 17:03:00,cbp04,A2005129173500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_207039_B5.tgz,0.00000000,25,2172,21.59,48.91,0.034,1.708,7.80071000,chl,11.43999958,0.00306300,0.00397900,0.00503900,0.00555600,0.00799800,0.00905100,0.00906100,0.00469100,0.00335400,0.00316700
207041,37.48680000,-76.15630000,2005-05-09 18:37:00,cbp04,A2005129173500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_207041_B5.tgz,0.00000000,25,-3467,21.67,48.87,0.035,1.711,8.40638600,chl,6.40999985,0.00279100,0.00359200,0.00453000,0.00501000,0.00730300,0.00827900,0.00831900,0.00414400,0.00296500,0.00281700
207043,37.58850000,-76.16220000,2005-05-09 20:27:00,cbp04,A2005129173500.L2_LAC.R0000018845_38N_37N_76W_75W.hdf_OCVAL.nc_cbp04_207043_B5.tgz,0.00000000,25,-10065,21.75,48.80,0.090,1.730,10.63335100,chl,9.92000008,0.00191400,0.00261100,0.00344300,0.00385000,0.00585200,0.00678000,0.00686500,0.00327300,0.00228800,0.00220900
