/begin_header
/start_date=1997-01-01
/end_date=2019-07-19
/north_latitude=48[deg]
/south_latitude=32[deg]
/east_longitude=-60[deg]
/west_longitude=-80[deg]
! Date processed: 2019-07-19 17:57:44 GMT
! Date archived: 2000-01-01 to 2019-07-19
! Water depth: 0.0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , MERIS               
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2018-05-03 21:23:54 
! Statistics:
!  Product Name , #   , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , MERIS Range         , In situ Range       
!  chlor_a      , 557 ,   1.10936 , NaN                   ,                   1.62278 , 0.054149 - 41.53173 , 0.064000 - 40.23000 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,meris_filename,meris_es_error,meris_pixel_total,meris_tdiff,meris_solz,meris_senz,meris_cv,meris_windspeed,meris_chlor_a,insitu_chlor_a_type,insitu_chlor_a,meris_rrs413,meris_rrs443,meris_rrs490,meris_rrs510,meris_rrs560,meris_rrs620,meris_rrs665,meris_rrs681,meris_rrs709
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
455205,37.17682000,-76.37300000,2011-03-08 16:46:00,cbp06,M2011067151122.L2_FRS.R0000031885_38N_36N_76W_76W.N1_OCVAL.nc_4551_455205_B5.tgz,0.00000000,25,-5185,50.07,25.70,0.098,3.592,4.85689600,chl,1.04000000,0.00070000,0.00217400,0.00512600,0.00633500,0.00813200,0.00310800,0.00188700,0.00158800,0.00121600
455805,37.32493000,-76.39478000,2011-04-07 13:36:00,cbp06,M2011097151146.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_455805_B5.tgz,0.00000000,25,6244,39.08,26.08,0.097,2.101,12.42416200,chl,9.85000000,0.00176000,0.00274200,0.00467900,0.00583400,0.00976900,0.00489900,0.00288000,0.00254600,0.00229700
456015,36.99542000,-76.16772000,2011-04-12 17:28:00,cbp06,M2011102152820.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_456015_B5.tgz,0.00000000,25,-6676,34.71,4.71,0.080,5.185,9.73140000,chl,9.21150000,0.00082200,0.00207500,0.00418000,0.00488900,0.00783300,0.00413700,0.00255700,0.00259200,0.00159000
456039,37.11681000,-76.12521000,2011-04-12 18:19:00,cbp06,M2011102152820.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_456039_B5.tgz,0.00000000,25,-9738,34.78,4.75,0.098,4.664,11.36631500,chl,16.02000000,0.00040300,0.00130800,0.00307000,0.00354700,0.00584300,0.00308700,0.00176300,0.00191900,0.00117200
456447,38.13160000,-75.89522000,2011-04-26 14:19:00,cbp06,M2011116151522.L2_FRS.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_456447_B5.tgz,0.00000000,25,3868,32.81,19.02,0.071,4.574,11.38426100,chl,6.62200000,0.00157500,0.00316300,0.00566200,0.00708900,0.01185600,0.00771500,0.00549000,0.00490600,0.00386500
457401,36.94737000,-76.03494000,2011-06-06 12:52:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457401_B5.tgz,0.00000000,25,8948,26.15,23.24,0.101,1.430,6.65632500,chl,7.90320000,0.00248900,0.00241100,0.00308800,0.00361300,0.00524100,0.00224800,0.00146500,0.00137100,0.00061000
457407,37.91011000,-76.17137000,2011-06-06 13:05:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457407_B5.tgz,0.00000000,25,8153,26.73,25.62,0.097,0.457,8.40038400,chl,17.51500000,0.00182000,0.00186700,0.00249400,0.00290900,0.00454000,0.00266200,0.00194100,0.00207900,0.00137000
457419,36.99570000,-76.02048000,2011-06-06 13:22:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457419_B5.tgz,0.00000000,25,7148,26.16,23.22,0.112,1.460,4.31220800,chl,6.94200000,0.00313600,0.00298800,0.00374100,0.00434600,0.00555800,0.00237300,0.00170700,0.00156300,0.00082000
457467,37.11681000,-76.12521000,2011-06-06 14:53:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457467_B5.tgz,0.00000000,25,1686,26.30,24.08,0.097,1.139,5.69679600,chl,6.80850000,0.00362200,0.00347500,0.00375100,0.00444900,0.00602300,0.00275700,0.00192700,0.00172300,0.00098900
457479,38.13705000,-76.22787000,2011-06-06 15:09:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457479_B5.tgz,0.00000000,25,710,26.88,26.31,0.100,0.559,8.99523700,chl,25.89900000,0.00161900,0.00146700,0.00184700,0.00225100,0.00352100,0.00211500,0.00148300,0.00173200,0.00112500
457491,37.98139000,-75.92423000,2011-06-06 15:38:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457491_B5.tgz,0.00000000,25,-1029,26.59,24.23,0.083,0.256,6.59611100,chl,9.40000000,0.00482000,0.00439800,0.00532800,0.00605400,0.00868600,0.00516400,0.00365100,0.00336600,0.00233200
457497,37.22875000,-76.05383000,2011-06-06 15:45:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457497_B5.tgz,0.00000000,25,-1436,26.30,23.82,0.071,1.073,4.85439900,chl,6.14100000,0.00515200,0.00464800,0.00529300,0.00600100,0.00788600,0.00385500,0.00269400,0.00238600,0.00146400
457503,38.31870000,-76.29215000,2011-06-06 16:12:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457503_B5.tgz,0.00000000,25,-3073,27.02,26.96,0.052,0.698,15.49728600,chl,16.15300000,0.00174300,0.00165900,0.00232800,0.00279300,0.00490300,0.00261200,0.00178600,0.00175600,0.00141600
457515,37.41153000,-76.02466000,2011-06-06 16:54:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457515_B5.tgz,0.00000000,25,-5579,26.37,23.93,0.081,0.837,5.56259700,chl,8.14350000,0.00376200,0.00345600,0.00337900,0.00408100,0.00556000,0.00259500,0.00189100,0.00169200,0.00103100
457545,37.41153000,-76.15966000,2011-06-06 18:02:00,cbp06,M2011157151246.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_457545_B5.tgz,0.00000000,25,-9659,26.47,24.77,0.091,0.777,5.76106000,chl,13.27371000,0.00325100,0.00282700,0.00355700,0.00417700,0.00570600,0.00312100,0.00241900,0.00223200,0.00139100
458151,37.80013000,-76.17466000,2011-06-28 13:43:00,cbp06,M2011179150629.L2_FRS.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_458151_B5.tgz,0.00000000,25,5498,28.23,34.90,0.112,2.526,26.67850400,chl,11.48100000,0.00058400,0.00093800,0.00231000,0.00318100,0.00624900,0.00285500,0.00220000,0.00169700,0.00130200
458163,38.64354000,-76.50217000,2011-06-28 14:24:00,cbp06,M2011179150629.L2_FRS.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_458163_B5.tgz,0.00000000,25,3025,28.84,37.54,0.094,0.646,35.01506600,chl,27.41200000,0.00082400,0.00109200,0.00202500,0.00285600,0.00615900,0.00293100,0.00224700,0.00173500,0.00195500
458187,38.81809000,-76.37144000,2011-06-28 15:55:00,cbp06,M2011179150629.L2_FRS.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_458187_B5.tgz,0.00000000,25,-2438,28.83,37.10,0.042,0.367,34.38260300,chl,26.70000000,0.00161600,0.00175300,0.00267800,0.00370800,0.00795800,0.00409900,0.00324500,0.00246800,0.00261500
458205,38.81498000,-76.46272000,2011-06-28 16:52:00,cbp06,M2011179150629.L2_FRS.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_458205_B5.tgz,0.00000000,25,-5858,28.89,37.55,0.113,0.354,35.04423300,chl,25.27600000,0.00009700,0.00056900,0.00220900,0.00331900,0.00708800,0.00389400,0.00341300,0.00274600,0.00292000
459195,36.94737000,-76.03494000,2011-08-08 12:50:00,cbp06,M2011220150348.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_459195_B5.tgz,0.00000000,25,8527,33.33,37.46,0.051,2.985,13.25207800,chl,6.14100000,-0.00009900,0.00074100,0.00278400,0.00385000,0.00668000,0.00249900,0.00159300,0.00136200,0.00076100
459207,36.99570000,-76.02048000,2011-08-08 13:25:00,cbp06,M2011220150348.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_459207_B5.tgz,0.00000000,25,6426,33.35,37.44,0.034,3.008,7.68601200,chl,4.16520000,0.00054500,0.00127300,0.00319500,0.00410300,0.00623900,0.00235900,0.00158200,0.00132800,0.00071700
459213,37.06237000,-75.99937000,2011-08-08 14:12:00,cbp06,M2011220150348.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_459213_B5.tgz,0.00000000,25,3605,33.37,37.41,0.072,3.116,5.75678700,chl,3.31080000,0.00106800,0.00186400,0.00392400,0.00475400,0.00653900,0.00228400,0.00152200,0.00139500,0.00071700
459225,37.22875000,-76.05383000,2011-08-08 15:18:00,cbp06,M2011220150348.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_459225_B5.tgz,0.00000000,25,-357,33.50,37.87,0.045,3.405,13.37630100,chl,5.10267000,-0.00014000,0.00074900,0.00274500,0.00388800,0.00669100,0.00238400,0.00147200,0.00123600,0.00071300
459237,37.41153000,-76.02466000,2011-08-08 16:35:00,cbp06,M2011220150348.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_459237_B5.tgz,0.00000000,25,-4980,33.58,37.93,0.068,3.723,21.28074300,chl,5.87400000,-0.00015600,0.00063300,0.00244000,0.00360900,0.00698900,0.00252100,0.00161400,0.00134800,0.00079800
459261,37.41153000,-76.15966000,2011-08-08 17:48:00,cbp06,M2011220150348.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_459261_B5.tgz,0.00000000,25,-9360,33.68,38.60,0.065,3.698,15.44667200,chl,8.67750000,0.00038300,0.00089800,0.00239800,0.00342000,0.00609300,0.00230400,0.00171900,0.00146900,0.00094600
459471,37.68346000,-75.98966000,2011-08-10 14:37:00,cbp06,M2011222152056.L2_RR.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_459471_B5.tgz,0.00000000,25,3682,29.91,4.41,0.034,1.260,17.16219000,chl,8.67750000,0.00086600,0.00116300,0.00228400,0.00305600,0.00563800,0.00249200,0.00189100,0.00191800,0.00118800
459483,37.58124000,-76.05799000,2011-08-10 15:24:00,cbp06,M2011222152056.L2_RR.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_459483_B5.tgz,0.00000000,25,864,29.87,4.15,0.046,1.139,16.89725600,chl,5.20650000,0.00085800,0.00123300,0.00246000,0.00341100,0.00620200,0.00237200,0.00177100,0.00166600,0.00099800
459489,37.23653000,-76.20799000,2011-08-10 17:06:00,cbp06,M2011222152056.L2_RR.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_459489_B5.tgz,0.00000000,25,-5250,29.72,3.89,0.086,0.951,12.89954100,chl,4.00500000,0.00083500,0.00138700,0.00311700,0.00424700,0.00733100,0.00252200,0.00173700,0.00167100,0.00095200
459501,37.11681000,-76.12521000,2011-08-10 17:53:00,cbp06,M2011222152056.L2_RR.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_459501_B5.tgz,0.00000000,25,-8069,29.59,4.75,0.077,0.745,9.09020700,chl,3.20400000,0.00115300,0.00163200,0.00313600,0.00414000,0.00641100,0.00211400,0.00144500,0.00146500,0.00077000
460959,37.23653000,-76.20799000,2011-10-03 13:32:00,cbp06,M2011276155035.L2_FRS.R0000031885_39N_37N_76W_75W.N1_OCVAL.nc_4551_460959_B5.tgz,0.00000000,25,8811,43.19,35.29,0.082,4.400,3.15479700,chl,5.60700000,0.00909800,0.00714700,0.00756200,0.00787300,0.00937300,0.00544000,0.00396400,0.00363200,0.00259400
461097,37.81347000,-76.29467000,2011-10-04 13:56:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461097_B5.tgz,0.00000000,25,5187,47.24,26.21,0.093,5.100,18.97246400,chl,10.27950000,-0.00144900,-0.00035500,0.00165600,0.00267100,0.00506200,0.00257200,0.00196900,0.00176100,0.00152700
461103,38.64618000,-76.42127000,2011-10-04 14:08:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461103_B5.tgz,0.00000000,25,4454,48.03,28.22,0.039,3.767,9.71725200,chl,4.42500000,0.00139600,0.00278100,0.00555200,0.00700900,0.01105600,0.00820300,0.00634200,0.00582000,0.00431300
461115,37.69180000,-76.18967000,2011-10-04 14:38:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461115_B5.tgz,0.00000000,25,2669,47.09,25.39,0.080,5.352,7.65641800,chl,7.74300000,0.00051900,0.00083500,0.00180300,0.00223800,0.00334500,0.00164800,0.00122400,0.00145500,0.00094700
461121,38.64354000,-76.50217000,2011-10-04 14:46:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461121_B5.tgz,0.00000000,25,2174,48.05,28.65,0.058,3.735,12.53028600,chl,5.03500000,0.00057300,0.00192500,0.00421500,0.00540200,0.00919700,0.00634900,0.00481300,0.00423900,0.00343100
461127,38.55728000,-76.49402000,2011-10-04 15:11:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461127_B5.tgz,0.00000000,25,675,47.98,28.50,0.057,3.859,18.99809000,chl,11.44300000,-0.00128200,0.00001700,0.00238400,0.00352400,0.00654800,0.00439600,0.00313500,0.00294500,0.00251400
461133,38.55505000,-76.42794000,2011-10-04 15:28:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461133_B5.tgz,0.00000000,25,-345,47.95,28.11,0.043,3.906,10.23369200,chl,5.18700000,0.00043400,0.00196600,0.00458400,0.00611700,0.00986900,0.00703200,0.00542000,0.00491300,0.00371700
461139,37.59680000,-76.28467000,2011-10-04 15:39:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461139_B5.tgz,0.00000000,25,-989,47.05,25.82,0.031,5.243,10.94955900,chl,8.81100000,-0.00012800,0.00044600,0.00229100,0.00321100,0.00524200,0.00269500,0.00198800,0.00192700,0.00138400
461163,38.41457000,-76.34565000,2011-10-04 16:52:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461163_B5.tgz,0.00000000,25,-5383,47.79,27.42,0.079,4.199,16.25081400,chl,7.87700000,-0.00100600,0.00035800,0.00249200,0.00361400,0.00650400,0.00420200,0.00301500,0.00287500,0.00216000
461169,37.24181000,-76.38634000,2011-10-04 18:04:00,cbp06,M2011277151418.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_461169_B5.tgz,0.00000000,25,-9683,46.78,25.88,0.045,5.281,11.28653800,chl,6.67500000,-0.00047800,0.00066200,0.00302600,0.00406900,0.00670500,0.00448400,0.00328100,0.00309800,0.00234600
461823,37.48680000,-76.15633000,2011-10-25 12:53:00,cbp06,M2011298154350.L2_RR.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_461823_B5.tgz,0.00000000,25,10763,51.35,25.86,0.066,4.767,7.37449000,chl,8.42533000,-0.00038600,0.00033600,0.00175200,0.00238500,0.00353200,0.00218100,0.00154600,0.00150900,0.00120800
461889,39.14045000,-76.26295000,2011-10-31 14:15:00,cbp06,M2011304152446.L2_FRS.R0000031885_39N_39N_76W_76W.N1_OCVAL.nc_4551_461889_B5.tgz,0.00000000,12,4633,56.18,12.31,0.045,2.229,7.62693500,chl,3.20400000,0.00263200,0.00499200,0.00872200,0.01086700,0.01619300,0.01374000,0.01153400,0.01054500,0.00824700
461901,39.03938000,-76.30380000,2011-10-31 16:15:00,cbp06,M2011304152446.L2_FRS.R0000031885_39N_39N_76W_76W.N1_OCVAL.nc_4551_461901_B5.tgz,0.00000000,14,-2565,56.11,12.34,0.061,2.327,8.30082200,chl,4.27200000,0.00115200,0.00297300,0.00586300,0.00754700,0.01131000,0.00901900,0.00670800,0.00592600,0.00468400
461937,36.90456000,-76.33836000,2011-11-08 13:15:00,cbp06,M2011312153223.L2_FRS.R0000031885_38N_36N_76W_76W.N1_OCVAL.nc_4551_461937_B5.tgz,0.00000000,25,8669,55.96,3.70,0.086,1.588,11.45338700,chl,5.71000000,-0.00124600,0.00007400,0.00208100,0.00304000,0.00498200,0.00277100,0.00179100,0.00184100,0.00145400
462003,38.13705000,-76.22787000,2011-11-14 15:12:00,cbp06,M2011318151252.L2_FRS.R0000031885_38N_37N_76W_76W.N1_OCVAL.nc_4551_462003_B5.tgz,0.00000000,25,442,60.21,31.14,0.143,6.282,6.31902800,chl,11.96200000,0.00367900,0.00383800,0.00437800,0.00469800,0.00542300,0.00402300,0.00310500,0.00306400,0.00256500
462033,38.41457000,-76.34565000,2011-11-14 16:58:00,cbp06,M2011318151252.L2_FRS.R0000031885_38N_37N_76W_76W.N1_OCVAL.nc_4551_462033_B5.tgz,0.00000000,25,-5922,60.50,32.15,0.099,5.439,8.09066300,chl,14.41800000,0.00186100,0.00242500,0.00324400,0.00365800,0.00480000,0.00337900,0.00254200,0.00249800,0.00203100
462633,38.55505000,-76.42794000,2011-12-13 13:54:00,cbp06,M2011347155118.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462633_B5.tgz,0.00000000,25,7304,63.51,26.86,0.109,2.926,7.29650800,chl,6.72800000,0.00092300,0.00173600,0.00358600,0.00469800,0.00666900,0.00467900,0.00326400,0.00284400,0.00253500
462663,38.65490000,-76.26430000,2011-12-13 15:20:00,cbp06,M2011347155118.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462663_B5.tgz,0.00000000,25,2142,63.57,27.57,0.123,2.919,6.52823300,chl,9.48000000,0.00124900,0.00225100,0.00487400,0.00625100,0.00881500,0.00575700,0.00399700,0.00344300,0.00299100
462675,38.64618000,-76.42127000,2011-12-13 15:52:00,cbp06,M2011347155118.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462675_B5.tgz,0.00000000,25,223,63.60,26.70,0.097,2.869,7.75418800,chl,7.47600000,0.00124500,0.00225800,0.00431000,0.00552600,0.00826900,0.00571100,0.00409100,0.00350200,0.00305800
462681,37.58847000,-76.16216000,2011-12-13 16:10:00,cbp06,M2011347155123.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462681_B5.tgz,0.00000000,25,-842,62.51,30.41,0.102,4.136,11.61341300,chl,12.17520000,0.00048200,0.00087200,0.00198600,0.00259600,0.00443100,0.00275900,0.00187900,0.00180200,0.00176400
462699,38.82593000,-76.39945000,2011-12-13 16:55:00,cbp06,M2011347155118.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462699_B5.tgz,0.00000000,25,-3560,63.77,26.43,0.067,2.748,6.56248200,chl,3.20400000,0.00240800,0.00370100,0.00646800,0.00776600,0.01115600,0.00833400,0.00646300,0.00564600,0.00445800
462711,37.53069000,-76.30661000,2011-12-13 17:35:00,cbp06,M2011347155123.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462711_B5.tgz,0.00000000,25,-5940,62.49,29.72,0.081,3.824,17.82584900,chl,7.68960000,-0.00037200,0.00022800,0.00154800,0.00218100,0.00403600,0.00206900,0.00127000,0.00101700,0.00106400
462723,37.48680000,-76.15633000,2011-12-13 18:17:00,cbp06,M2011347155123.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462723_B5.tgz,0.00000000,25,-8460,62.41,30.64,0.125,4.229,10.46624400,chl,10.57320000,0.00066700,0.00097500,0.00239600,0.00290800,0.00469300,0.00279400,0.00185100,0.00175100,0.00165700
462729,38.99233000,-76.21510000,2011-12-13 18:47:00,cbp06,M2011347155118.L2_FRS.R0000031885_39N_37N_76W_76W.N1_OCVAL.nc_4551_462729_B5.tgz,0.00000000,25,-10284,63.89,27.13,0.121,2.552,15.26895800,chl,16.17000000,0.00010800,0.00093900,0.00302700,0.00429600,0.00757800,0.00589200,0.00421700,0.00372900,0.00389200
462801,37.11681000,-76.12521000,2011-12-14 14:45:00,cbp06,M2011348151438.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_462801_B5.tgz,0.00000000,25,2090,64.70,29.12,0.130,2.718,7.20172800,chl,6.72840000,0.00084600,0.00143700,0.00302400,0.00351500,0.00519600,0.00260800,0.00169200,0.00171500,0.00117600
462825,37.06237000,-75.99937000,2011-12-14 15:46:00,cbp06,M2011348151438.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_462825_B5.tgz,0.00000000,25,-1570,64.61,28.32,0.119,3.065,3.88668300,chl,7.04880000,0.00439200,0.00554200,0.00879500,0.00980000,0.01223200,0.00676500,0.00453700,0.00427900,0.00285000
462837,36.99570000,-76.02048000,2011-12-14 16:23:00,cbp06,M2011348151438.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_462837_B5.tgz,0.00000000,25,-3788,64.55,28.33,0.114,3.119,4.27971300,chl,7.04880000,0.00282800,0.00386900,0.00605300,0.00709900,0.00875400,0.00464600,0.00308000,0.00276700,0.00197200
462843,36.94737000,-76.03494000,2011-12-14 17:08:00,cbp06,M2011348151438.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_462843_B5.tgz,0.00000000,25,-6488,64.51,28.35,0.107,3.076,5.67285400,chl,5.23320000,0.00096200,0.00208700,0.00395800,0.00460100,0.00644200,0.00312200,0.00205700,0.00184500,0.00126800
462861,36.99542000,-76.16772000,2011-12-14 17:58:00,cbp06,M2011348151438.L2_FRS.R0000031885_38N_36N_76W_75W.N1_OCVAL.nc_4551_462861_B5.tgz,0.00000000,25,-9488,64.60,29.19,0.087,2.801,6.83095900,chl,7.26240000,0.00061000,0.00144600,0.00358700,0.00433700,0.00620800,0.00320900,0.00209800,0.00190700,0.00136100
463011,36.90456000,-76.33836000,2012-01-10 13:40:00,cbp06,M2012010152433.L2_FRS.R0000031885_39N_36N_76W_75W.N1_OCVAL.nc_4551_463011_B5.tgz,0.00000000,25,6595,63.68,14.14,0.059,3.266,41.53172800,chl,17.90000000,-0.00068500,0.00006900,0.00160400,0.00251100,0.00546700,0.00400600,0.00235800,0.00240300,0.00346100
463059,37.91011000,-76.17137000,2012-01-10 15:46:00,cbp06,M2012010152433.L2_FRS.R0000031885_39N_36N_76W_75W.N1_OCVAL.nc_4551_463059_B5.tgz,0.00000000,25,-981,64.54,14.92,0.119,3.546,10.07821200,chl,11.74800000,0.00235800,0.00190300,0.00231300,0.00266100,0.00425900,0.00251400,0.00156100,0.00145700,0.00157100
463233,39.16369000,-76.30631000,2012-01-12 14:30:00,cbp06,M2012012155107.L2_FRS.R0000031885_4551_463233.N1_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5141,63.49,26.22,0.117,2.175,4.69819500,chl,6.40800000,0.00803800,0.00765800,0.00852500,0.00913900,0.01208600,0.00913000,0.00702800,0.00613400,0.00470200
463665,36.95486000,-76.39275000,2012-03-07 13:20:00,cbp06,M2012067153129.L2_FRS.R0000031885_4551_463665.N1_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,8397,47.57,3.22,0.040,4.667,11.09186500,chl,14.60000000,0.00071100,0.00271600,0.00584400,0.00734600,0.01209400,0.00897200,0.00608700,0.00578800,0.00539000
463797,38.88000000,-76.25150000,2012-03-13 13:00:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463797_B5.tgz,0.00000000,25,8377,49.17,32.25,0.141,3.576,19.94106300,chl,8.39000000,-0.00117700,0.00002000,0.00228600,0.00361300,0.00711100,0.00352900,0.00203600,0.00177700,0.00163200
463809,38.55728000,-76.49402000,2012-03-13 14:01:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463809_B5.tgz,0.00000000,25,4723,49.03,33.13,0.142,3.598,18.53137700,chl,39.08900000,0.00231600,0.00265700,0.00347400,0.00405100,0.00699200,0.00477300,0.00287000,0.00284700,0.00370300
463815,38.52609000,-76.30408000,2012-03-13 14:05:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463815_B5.tgz,0.00000000,25,4483,48.91,32.07,0.089,3.809,25.16701300,chl,24.35000000,-0.00020600,0.00099800,0.00329200,0.00447600,0.00866800,0.00549900,0.00327300,0.00288300,0.00306900
463833,37.32493000,-76.39478000,2012-03-13 14:32:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463833_B5.tgz,0.00000000,25,2883,48.00,30.95,0.084,4.992,17.13475100,chl,11.07000000,0.00093000,0.00167800,0.00339500,0.00438700,0.00789500,0.00464800,0.00275300,0.00242800,0.00203200
463839,38.99233000,-76.21510000,2012-03-13 14:44:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463839_B5.tgz,0.00000000,25,2135,49.24,32.20,0.063,3.511,14.19508800,chl,8.76000000,-0.00176600,0.00039400,0.00411800,0.00598400,0.01026700,0.00721100,0.00489200,0.00422300,0.00378500
463845,38.65490000,-76.26430000,2012-03-13 14:47:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463845_B5.tgz,0.00000000,25,1961,49.00,32.02,0.024,3.746,18.00342700,chl,21.57000000,-0.00046600,0.00143800,0.00446600,0.00588700,0.01089500,0.00751000,0.00471900,0.00428600,0.00447100
463857,38.64498000,-76.40131000,2012-03-13 15:16:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463857_B5.tgz,0.00000000,25,221,49.06,32.76,0.043,3.624,23.09351800,chl,11.53400000,-0.00060700,0.00053300,0.00217100,0.00295700,0.00577500,0.00311400,0.00189400,0.00172300,0.00163700
463863,38.81809000,-76.37144000,2012-03-13 16:00:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463863_B5.tgz,0.00000000,25,-2421,49.18,32.82,0.091,3.527,23.37423200,chl,19.43800000,-0.00055700,0.00052600,0.00247000,0.00331700,0.00664000,0.00391600,0.00232900,0.00210100,0.00207300
