/begin_header
/start_date=1997-01-01
/end_date=2019-07-19
/north_latitude=48[deg]
/south_latitude=32[deg]
/east_longitude=-60[deg]
/west_longitude=-80[deg]
! Date processed: 2019-07-19 17:52:24 GMT
! Date archived: 2000-01-01 to 2019-07-19
! Water depth: 0.0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , SeaWiFS             
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2018-05-03 20:21:26 
! Statistics:
!  Product Name , #    , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , SeaWiFS Range        , In situ Range       
!  chlor_a      , 1076 ,   1.01648 , NaN                   ,                   1.62156 , 0.039504 - 180.86721 , 0.024000 - 90.33500 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,seawifs_filename,seawifs_es_error,seawifs_pixel_total,seawifs_tdiff,seawifs_solz,seawifs_senz,seawifs_cv,seawifs_windspeed,seawifs_chlor_a,insitu_chlor_a_type,insitu_chlor_a,seawifs_rrs412,seawifs_rrs443,seawifs_rrs490,seawifs_rrs510,seawifs_rrs555,seawifs_rrs670
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
78092,36.94737000,-76.03494000,1999-10-08 16:32:00,cbp03,S1999281164648.L2_MLAC.R0000020814_37N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78092_B5.tgz,0.00000000,22,1472,42.87,53.03,0.111,3.272,4.33484600,chl,4.67250013,0.00245700,0.00383700,0.00600400,0.00692300,0.00885400,0.00350100
78093,36.99542000,-76.16772000,1999-10-08 17:14:00,cbp03,S1999281164648.L2_MLAC.R0000020814_37N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78093_B5.tgz,0.00000000,25,-1049,42.90,53.44,0.085,3.105,5.78959800,chl,2.67000008,0.00085200,0.00214700,0.00454600,0.00554400,0.00743200,0.00292000
78114,37.23653000,-76.20799000,1999-11-01 15:33:00,cbp03,S1999305180511.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78114_B5.tgz,0.00000000,25,9471,55.21,57.53,0.058,0.451,4.39645500,chl,7.47599983,0.00362800,0.00364000,0.00425500,0.00479300,0.00599800,0.00159200
78134,37.48680000,-76.15633000,1999-11-04 14:25:00,cbp03,S1999308165652.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78134_B5.tgz,0.00000000,25,9693,53.04,44.00,0.116,4.313,4.76389800,chl,5.07299995,0.00091200,0.00225500,0.00466400,0.00552100,0.00694200,0.00232400
78135,37.58847000,-76.16216000,1999-11-04 15:13:00,cbp03,S1999308165652.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78135_B5.tgz,0.00000000,25,6812,53.14,44.19,0.085,4.173,5.27345900,chl,6.67500019,0.00090200,0.00206000,0.00392500,0.00472000,0.00627800,0.00222900
78166,37.58847000,-76.16216000,1999-12-08 19:24:00,cbp03,S1999342171757.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78166_B5.tgz,0.00000000,25,-6972,60.75,22.50,0.088,1.760,5.69553000,chl,3.73799992,-0.00078600,0.00087200,0.00247700,0.00322100,0.00420500,0.00178900
78175,37.68346000,-75.98966000,1999-12-09 18:15:00,cbp03,S1999343180805.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78175_B5.tgz,0.00000000,25,-209,63.04,58.12,0.078,2.553,13.20339700,chl,4.33874989,-0.00080500,-0.00020000,0.00118500,0.00203800,0.00333400,0.00102100
78176,37.58124000,-76.05799000,1999-12-09 19:14:00,cbp03,S1999343180805.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78176_B5.tgz,0.00000000,25,-3747,62.93,58.03,0.146,2.587,10.37279500,chl,3.20400000,-0.00034700,0.00017700,0.00147800,0.00224700,0.00331800,0.00094600
78216,38.82511000,-76.39967000,2000-02-16 17:41:00,cbp03,S2000047174314.L2_MLAC.R0000020814_38N_36N_76W_76W.hdf_OCVAL.nc_cbp03_78216_B5.tgz,0.00000000,25,694,51.78,38.30,0.132,6.730,11.26579200,chl,9.53199959,0.00126800,0.00169300,0.00254600,0.00334700,0.00524600,0.00178000
78230,37.68346000,-75.98966000,2000-02-22 14:58:00,cbp03,S2000053171115.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78230_B5.tgz,0.00000000,25,8582,47.95,27.35,0.060,1.474,5.17435300,chl,3.20400000,0.00308800,0.00366200,0.00488600,0.00560700,0.00728200,0.00196700
78232,37.90846000,-75.79132000,2000-02-22 17:08:00,cbp03,S2000053171115.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78232_B5.tgz,0.00000000,25,778,48.18,26.82,0.085,1.553,11.19058300,chl,10.01249981,0.00219200,0.00324200,0.00557400,0.00673300,0.01093900,0.00495700
78233,37.77513000,-75.97466000,2000-02-22 18:24:00,cbp03,S2000053171115.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78233_B5.tgz,0.00000000,25,-3779,48.04,27.41,0.063,1.409,6.10542100,chl,4.13849974,0.00381000,0.00417100,0.00530800,0.00608100,0.00829000,0.00249100
78234,37.80013000,-76.17466000,2000-02-22 19:40:00,cbp03,S2000053171115.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78234_B5.tgz,0.00000000,25,-8339,48.07,28.22,0.044,1.359,5.00404100,chl,3.20400000,0.00245500,0.00288800,0.00385300,0.00433300,0.00568600,0.00144500
78258,37.23653000,-76.20799000,2000-03-14 15:13:00,cbp03,S2000074174610.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78258_B5.tgz,0.00000000,25,9777,40.63,44.83,0.078,1.799,5.64753500,chl,4.16520023,0.00106500,0.00229600,0.00415300,0.00507900,0.00675900,0.00193100
78267,37.41153000,-76.15966000,2000-03-14 19:10:00,cbp03,S2000074174610.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78267_B5.tgz,0.00000000,25,-4446,40.80,44.86,0.114,2.294,5.15779600,chl,2.77679992,0.00091700,0.00207400,0.00389500,0.00476900,0.00629200,0.00165900
78268,37.48680000,-76.15633000,2000-03-14 19:56:00,cbp03,S2000074174610.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78268_B5.tgz,0.00000000,25,-7207,40.88,44.64,0.061,2.544,7.01437400,chl,4.13849974,0.00044500,0.00155900,0.00315000,0.00399000,0.00562800,0.00138900
78278,37.77513000,-75.97466000,2000-03-15 14:34:00,cbp03,S2000075165134.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78278_B5.tgz,0.00000000,25,8847,39.68,48.49,0.098,4.966,10.87304400,chl,4.00500011,0.00117900,0.00183400,0.00313500,0.00382100,0.00594400,0.00151700
78284,37.68346000,-75.98966000,2000-03-15 18:04:00,cbp03,S2000075165134.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78284_B5.tgz,0.00000000,25,-3751,39.60,48.58,0.072,4.679,8.37651200,chl,3.73799992,0.00087700,0.00168400,0.00317600,0.00385800,0.00563100,0.00144100
78286,37.58124000,-76.05799000,2000-03-15 19:06:00,cbp03,S2000075165134.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78286_B5.tgz,0.00000000,25,-7469,39.50,48.76,0.082,4.288,7.11827800,chl,2.53649998,0.00044800,0.00116000,0.00244100,0.00307800,0.00435800,0.00086000
78324,37.68346000,-75.98966000,2000-04-20 18:42:00,cbp03,S2000111164725.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78324_B5.tgz,0.00000000,25,-6051,25.90,48.84,0.111,2.594,11.76697900,chl,9.96799946,0.00224500,0.00299000,0.00409400,0.00494500,0.00788900,0.00271400
78367,38.64484000,-76.39995000,2000-05-09 15:31:00,cbp03,S2000130172745.L2_MLAC.R0000020814_39N_38N_76W_76W.hdf_OCVAL.nc_cbp03_78367_B5.tgz,0.00000000,25,7877,22.83,27.60,0.087,4.091,11.00600400,chl,90.33499908,0.00384200,0.00356600,0.00320400,0.00348900,0.00554200,0.00245300
78389,38.64484000,-76.39995000,2000-05-24 15:06:00,cbp03,S2000145165136.L2_MLAC.R0000020814_39N_38N_76W_76W.hdf_OCVAL.nc_cbp03_78389_B5.tgz,0.00000000,25,7279,17.77,44.79,0.100,2.828,11.75371400,chl,3.73799992,0.00064400,0.00122200,0.00231800,0.00289700,0.00463400,0.00182100
78406,37.11681000,-76.12521000,2000-05-26 17:28:00,cbp03,S2000147164008.L2_MLAC.R0000020814_37N_36N_76W_76W.hdf_OCVAL.nc_cbp03_78406_B5.tgz,0.00000000,25,-1892,15.90,53.26,0.123,1.591,8.44786100,chl,5.34000015,0.00175700,0.00235200,0.00337800,0.00411300,0.00607200,0.00180100
78557,37.80013000,-76.17466000,2000-07-27 15:17:00,cbp03,S2000209172102.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78557_B5.tgz,0.00000000,25,8364,19.57,23.99,0.063,1.384,3.44758800,chl,20.82600021,0.00361000,0.00317800,0.00310100,0.00319100,0.00373400,0.00153200
78622,38.13679000,-76.22800000,2000-08-21 15:30:00,cbp03,S2000234172348.L2_MLAC.R0000020814_38N_38N_76W_76W.hdf_OCVAL.nc_cbp03_78622_B5.tgz,0.00000000,25,7743,27.20,25.49,0.080,3.174,34.07382600,chl,5.60699987,-0.00059200,-0.00003900,0.00064800,0.00111800,0.00224000,0.00087600
78624,38.41318000,-76.34300000,2000-08-21 18:10:00,cbp03,S2000234172348.L2_MLAC.R0000020814_38N_38N_76W_76W.hdf_OCVAL.nc_cbp03_78624_B5.tgz,0.00000000,24,-1861,27.44,24.81,0.060,2.533,180.86720500,chl,11.96199989,-0.00153500,-0.00062700,0.00029000,0.00091500,0.00257700,0.00086100
78675,38.13679000,-76.22800000,2000-09-11 15:13:00,cbp03,S2000255175313.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78675_B5.tgz,0.00000000,25,10256,36.79,51.27,0.122,1.974,14.38021400,chl,3.90400004,0.00036800,0.00068700,0.00166100,0.00232500,0.00389300,0.00098800
78677,37.41153000,-76.07966000,2000-09-11 17:17:00,cbp03,S2000255175313.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78677_B5.tgz,0.00000000,25,2827,36.20,52.61,0.071,2.309,8.06925900,chl,8.43719959,0.00230100,0.00270400,0.00434900,0.00566500,0.00818800,0.00292300
78681,37.48680000,-76.15633000,2000-09-11 18:45:00,cbp03,S2000255175313.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78681_B5.tgz,0.00000000,25,-2454,36.25,52.43,0.052,2.264,8.65779400,chl,11.74800014,0.00222000,0.00268700,0.00419100,0.00547600,0.00817300,0.00292400
78682,37.58847000,-76.16216000,2000-09-11 19:37:00,cbp03,S2000255175313.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78682_B5.tgz,0.00000000,25,-5576,36.33,52.21,0.030,2.202,8.56844200,chl,9.93239975,0.00198900,0.00223100,0.00325200,0.00421900,0.00629600,0.00182200
78691,37.77513000,-75.97466000,2000-09-12 14:32:00,cbp03,S2000256165759.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78691_B5.tgz,0.00000000,25,9435,33.97,40.54,0.059,2.761,6.83812600,chl,7.26240015,0.00308900,0.00352600,0.00506200,0.00612400,0.00867300,0.00342900
78700,37.68346000,-75.98966000,2000-09-12 18:00:00,cbp03,S2000256165759.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78700_B5.tgz,0.00000000,25,-3043,33.88,40.55,0.044,2.650,7.13630700,chl,5.12639999,0.00260300,0.00295900,0.00418800,0.00513800,0.00734200,0.00218700
78703,37.58124000,-76.05799000,2000-09-12 18:55:00,cbp03,S2000256165759.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78703_B5.tgz,0.00000000,25,-6342,33.77,40.73,0.088,2.512,7.71509300,chl,7.68959999,0.00266100,0.00277500,0.00373400,0.00449200,0.00649600,0.00205500
78721,37.23653000,-76.20799000,2000-10-10 16:45:00,cbp03,S2000284173103.L2_MLAC.R0000020814_38N_36N_76W_76W.hdf_OCVAL.nc_cbp03_78721_B5.tgz,0.00000000,25,3373,45.69,28.50,0.038,6.121,3.92480000,chl,4.05840015,0.00276100,0.00407800,0.00658500,0.00779700,0.00942800,0.00350800
78755,37.80013000,-76.17466000,2000-10-12 14:44:00,cbp03,S2000286171921.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78755_B5.tgz,0.00000000,25,9916,46.37,22.17,0.074,3.072,7.46996500,chl,9.93239975,0.00058400,0.00120700,0.00214400,0.00274700,0.00392000,0.00143500
78757,37.77513000,-75.97466000,2000-10-12 16:54:00,cbp03,S2000286171921.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78757_B5.tgz,0.00000000,25,2116,46.38,21.98,0.096,3.390,7.86946500,chl,11.42759991,0.00143300,0.00209100,0.00347000,0.00428600,0.00624500,0.00228900
78758,37.90846000,-75.79132000,2000-10-12 18:28:00,cbp03,S2000286171921.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78758_B5.tgz,0.00000000,25,-3526,46.54,21.92,0.057,3.461,9.73101800,chl,8.33040047,0.00113700,0.00233000,0.00453000,0.00582800,0.00897200,0.00352100
78760,37.68346000,-75.98966000,2000-10-12 20:18:00,cbp03,S2000286171921.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_78760_B5.tgz,0.00000000,25,-10122,46.29,21.98,0.044,3.477,7.40964700,chl,11.96160030,0.00126100,0.00194200,0.00318800,0.00401300,0.00578500,0.00214000
78823,36.94737000,-76.03494000,2000-12-18 15:15:00,cbp03,S2000353175938.L2_MLAC.R0000020814_37N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78823_B5.tgz,0.00000000,24,10358,62.37,55.93,0.104,1.718,4.91503800,chl,7.68959999,0.00242800,0.00420400,0.00721500,0.00857200,0.01092600,0.00467800
78824,36.99570000,-76.02048000,2000-12-18 15:51:00,cbp03,S2000353175938.L2_MLAC.R0000020814_37N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78824_B5.tgz,0.00000000,25,8197,62.41,55.95,0.061,1.811,4.05389900,chl,5.23320007,0.00336200,0.00505200,0.00796000,0.00933200,0.01117800,0.00477200
78825,37.06237000,-75.99937000,2000-12-18 16:53:00,cbp03,S2000353175938.L2_MLAC.R0000020814_37N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78825_B5.tgz,0.00000000,25,4476,62.47,55.93,0.091,1.928,4.15234800,chl,5.92740011,0.00359800,0.00523100,0.00785400,0.00918600,0.01109800,0.00467600
78861,37.41153000,-76.07966000,2001-01-11 16:18:00,cbp03,S2001011171009.L2_MLAC.R0000020814_39N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78861_B5.tgz,0.00000000,25,3618,59.14,30.90,0.092,4.500,3.96833600,chl,1.86899996,0.00211100,0.00294400,0.00500300,0.00581000,0.00715500,0.00131400
78863,37.41153000,-76.15966000,2001-01-11 17:11:00,cbp03,S2001011171009.L2_MLAC.R0000020814_39N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78863_B5.tgz,0.00000000,25,438,59.13,31.26,0.067,4.316,4.70469400,chl,6.08760023,0.00376500,0.00488700,0.00747400,0.00860300,0.01108800,0.00455800
78864,37.48680000,-76.15633000,2001-01-11 17:50:00,cbp03,S2001011171009.L2_MLAC.R0000020814_39N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78864_B5.tgz,0.00000000,25,-1904,59.22,31.33,0.131,4.126,3.82668600,chl,4.00500011,0.00278700,0.00356300,0.00551300,0.00619400,0.00736200,0.00168500
78866,37.58847000,-76.16216000,2001-01-11 18:38:00,cbp03,S2001011171009.L2_MLAC.R0000020814_39N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78866_B5.tgz,0.00000000,25,-4785,59.31,31.48,0.086,3.878,4.87462600,chl,4.05840015,0.00173500,0.00226700,0.00358100,0.00422600,0.00555900,0.00117500
78868,37.59680000,-76.28467000,2001-01-11 19:40:00,cbp03,S2001011171009.L2_MLAC.R0000020814_39N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78868_B5.tgz,0.00000000,23,-8505,59.32,31.97,0.098,3.612,5.87002400,chl,5.34000015,0.00264400,0.00394500,0.00627800,0.00744700,0.01000800,0.00362500
78921,38.41318000,-76.34300000,2001-03-19 16:20:00,cbp03,S2001078173031.L2_MLAC.R0000020814_38N_38N_76W_76W.hdf_OCVAL.nc_cbp03_78921_B5.tgz,0.00000000,25,4943,39.32,27.31,0.087,2.703,12.97391600,chl,11.10700035,-0.00017300,0.00068800,0.00157500,0.00211900,0.00356000,0.00086100
78943,37.31181000,-76.34634000,2001-03-23 14:37:00,cbp03,S2001082170447.L2_MLAC.R0000020814_39N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78943_B5.tgz,0.00000000,24,9635,36.09,33.22,0.097,6.953,5.48976000,chl,3.41759992,0.00195400,0.00379000,0.00663100,0.00791800,0.01046000,0.00274000
78944,37.23653000,-76.20799000,2001-03-23 15:28:00,cbp03,S2001082170447.L2_MLAC.R0000020814_39N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78944_B5.tgz,0.00000000,25,6576,36.02,32.50,0.074,7.434,3.86688900,chl,2.88360000,0.00283100,0.00421100,0.00658800,0.00753600,0.00906900,0.00233800
78945,37.11681000,-76.12521000,2001-03-23 16:41:00,cbp03,S2001082170447.L2_MLAC.R0000020814_39N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78945_B5.tgz,0.00000000,25,2198,35.90,31.97,0.026,7.673,3.31965300,chl,2.13599992,0.00278700,0.00408200,0.00619700,0.00693800,0.00793700,0.00189500
78946,37.06237000,-75.99937000,2001-03-23 17:43:00,cbp03,S2001082170447.L2_MLAC.R0000020814_39N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78946_B5.tgz,0.00000000,25,-1522,35.85,31.41,0.124,8.011,3.08054400,chl,2.02920008,0.00405200,0.00553800,0.00803700,0.00901300,0.01008700,0.00265800
78947,36.99570000,-76.02048000,2001-03-23 18:27:00,cbp03,S2001082170447.L2_MLAC.R0000020814_39N_36N_76W_75W.hdf_OCVAL.nc_cbp03_78947_B5.tgz,0.00000000,25,-4161,35.79,31.38,0.057,7.916,3.12581700,chl,1.28160000,0.00362400,0.00524200,0.00787800,0.00883000,0.00996900,0.00251000
78952,37.41153000,-76.07966000,2001-03-28 14:45:00,cbp03,S2001087172157.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78952_B5.tgz,0.00000000,25,10204,34.70,23.09,0.108,0.492,3.38017300,chl,1.70879996,0.00143400,0.00247800,0.00408200,0.00469400,0.00557700,0.00112300
78953,37.41153000,-76.15966000,2001-03-28 15:33:00,cbp03,S2001087172157.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78953_B5.tgz,0.00000000,25,7324,34.69,22.90,0.051,0.585,4.17897400,chl,4.27199984,0.00325400,0.00495700,0.00771200,0.00893700,0.01121100,0.00345200
78954,37.48680000,-76.15633000,2001-03-28 16:16:00,cbp03,S2001087172157.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78954_B5.tgz,0.00000000,25,4743,34.77,22.85,0.103,0.606,4.60830100,chl,4.91279984,0.00216200,0.00329800,0.00500700,0.00583900,0.00754900,0.00202700
78955,37.58847000,-76.16216000,2001-03-28 17:08:00,cbp03,S2001087172157.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78955_B5.tgz,0.00000000,25,1621,34.87,22.79,0.060,0.625,5.05809300,chl,4.37879992,0.00144400,0.00215200,0.00326500,0.00375500,0.00499100,0.00112100
78956,37.69180000,-76.18967000,2001-03-28 18:14:00,cbp03,S2001087172157.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78956_B5.tgz,0.00000000,25,-2340,34.96,22.68,0.044,0.676,7.42991900,chl,8.86439991,0.00104800,0.00166100,0.00244500,0.00288000,0.00411400,0.00101900
78957,37.58124000,-76.05799000,2001-03-28 19:30:00,cbp03,S2001087172157.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_78957_B5.tgz,0.00000000,25,-6899,34.88,22.99,0.058,0.524,4.95400100,chl,2.13599992,0.00151200,0.00228100,0.00352600,0.00419800,0.00543700,0.00123300
79039,37.41153000,-76.07966000,2001-05-08 17:19:00,cbp03,S2001128170102.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79039_B5.tgz,0.00000000,25,-56,20.54,31.81,0.106,3.653,11.17115600,chl,6.19439983,0.00164400,0.00235100,0.00368500,0.00443200,0.00702300,0.00160400
79041,37.48680000,-76.15633000,2001-05-08 18:53:00,cbp03,S2001128170102.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79041_B5.tgz,0.00000000,25,-5697,20.59,32.19,0.135,3.536,13.39188900,chl,5.76719999,0.00118400,0.00181400,0.00343400,0.00431300,0.00728400,0.00171500
79042,37.58847000,-76.16216000,2001-05-08 19:51:00,cbp03,S2001128170102.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79042_B5.tgz,0.00000000,25,-9178,20.69,32.34,0.040,3.515,10.13243000,chl,13.88399982,0.00195200,0.00242400,0.00337600,0.00405100,0.00632000,0.00180700
79078,37.91179000,-76.16800000,2001-05-29 14:33:00,cbp03,S2001149171127.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_79078_B5.tgz,0.00000000,25,10586,17.25,22.49,0.053,0.952,3.44288800,chl,9.53199959,0.00436200,0.00380100,0.00368200,0.00382900,0.00463600,0.00137300
79079,38.13679000,-76.22800000,2001-05-29 15:51:00,cbp03,S2001149171127.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_79079_B5.tgz,0.00000000,25,5903,17.44,22.71,0.038,0.961,3.89521200,chl,14.01799965,0.00389900,0.00353300,0.00349300,0.00367100,0.00441700,0.00135800
79080,38.31846000,-76.29300000,2001-05-29 17:21:00,cbp03,S2001149171127.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_79080_B5.tgz,0.00000000,23,500,17.57,22.94,0.127,1.142,4.78681600,chl,7.66300011,0.00406100,0.00367500,0.00359100,0.00385200,0.00482100,0.00128000
79081,38.41318000,-76.34300000,2001-05-29 18:12:00,cbp03,S2001149171127.L2_MLAC.R0000020814_38N_37N_76W_76W.hdf_OCVAL.nc_cbp03_79081_B5.tgz,0.00000000,25,-2561,17.66,23.12,0.123,1.298,5.23835100,chl,5.04600000,0.00210100,0.00226700,0.00255000,0.00291000,0.00372500,0.00078700
79203,38.13679000,-76.22800000,2001-07-23 14:48:00,cbp03,S2001204165710.L2_MLAC.R0000020814_38N_36N_76W_75W.hdf_OCVAL.nc_cbp03_79203_B5.tgz,0.00000000,25,8811,18.19,37.28,0.091,3.289,7.07908800,chl,4.39249992,0.00249600,0.00234400,0.00277600,0.00321200,0.00452200,0.00137900
79231,37.41153000,-76.07966000,2001-08-01 17:17:00,cbp03,S2001213164750.L2_MLAC.R0000020814_37N_37N_76W_76W.hdf_OCVAL.nc_cbp03_79231_B5.tgz,0.00000000,25,-706,19.58,46.71,0.139,2.991,8.05894300,chl,11.85480022,0.00150400,0.00206700,0.00372400,0.00452400,0.00667000,0.00195200
79240,37.77513000,-75.97466000,2001-08-02 15:03:00,cbp03,S2001214173045.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79240_B5.tgz,0.00000000,25,9873,21.77,34.62,0.056,2.331,8.02082700,chl,4.80600023,0.00284400,0.00330300,0.00447400,0.00553900,0.00800100,0.00256000
79241,37.90846000,-75.79132000,2001-08-02 16:40:00,cbp03,S2001214173045.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79241_B5.tgz,0.00000000,25,4051,21.94,35.17,0.067,2.544,9.54085900,chl,10.27950001,0.00304100,0.00384400,0.00564000,0.00711600,0.01097900,0.00450200
79243,37.68346000,-75.98966000,2001-08-02 18:37:00,cbp03,S2001214173045.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79243_B5.tgz,0.00000000,25,-2965,21.69,34.70,0.032,2.246,7.99138200,chl,6.54150009,0.00270600,0.00311900,0.00438000,0.00553400,0.00808600,0.00242300
79244,37.58124000,-76.05799000,2001-08-02 19:32:00,cbp03,S2001214173045.L2_MLAC.R0000020814_37N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79244_B5.tgz,0.00000000,25,-6263,21.58,34.54,0.040,2.197,7.66889800,chl,5.07299995,0.00262200,0.00303000,0.00418300,0.00520900,0.00753400,0.00210900
79291,37.68346000,-75.98966000,2001-08-15 18:53:00,cbp03,S2001227165526.L2_MLAC.R0000020814_39N_37N_76W_75W.hdf_OCVAL.nc_cbp03_79291_B5.tgz,0.00000000,25,-6086,23.82,39.75,0.064,3.850,4.75891400,chl,24.29699898,0.00468000,0.00419700,0.00456700,0.00505000,0.00656000,0.00196600
206869,37.90850000,-75.79130000,2005-01-13 15:54:00,cbp04,S2005013174937.L2_MLAC.R0000020815_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206869_B5.tgz,0.00000000,25,7425,60.24,22.64,0.109,7.168,20.51810500,chl,12.81999969,0.00065000,0.00158100,0.00368300,0.00493400,0.00898900,0.00396600
206871,37.79650000,-75.84440000,2005-01-13 16:40:00,cbp04,S2005013174937.L2_MLAC.R0000020815_39N_37N_76W_75W.hdf_OCVAL.nc_cbp04_206871_B5.tgz,0.00000000,25,4667,60.13,22.59,0.134,7.222,25.02333200,chl,13.07999992,-0.00028400,0.00110900,0.00339000,0.00457800,0.00840800,0.00346600
206899,37.41150000,-76.07970000,2005-02-16 16:00:00,cbp04,S2005047175016.L2_MLAC.R0000020815_39N_37N_76W_76W.hdf_OCVAL.nc_cbp04_206899_B5.tgz,0.00000000,25,7111,50.41,22.32,0.147,8.529,5.23697300,chl,5.73999977,0.00311200,0.00393100,0.00507900,0.00589300,0.00724800,0.00203500
