/begin_header
/start_date=1997-01-01
/end_date=2019-07-19
/north_latitude=48[deg]
/south_latitude=32[deg]
/east_longitude=-60[deg]
/west_longitude=-80[deg]
! Date processed: 2019-07-19 17:52:24 GMT
! Date archived: 2000-01-01 to 2019-07-19
! Water depth: 0.0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , SeaWiFS             
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2018-05-03 20:21:26 
! Statistics:
!  Product Name , #    , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , SeaWiFS Range        , In situ Range       
!  chlor_a      , 1076 ,   1.01648 , NaN                   ,                   1.62156 , 0.039504 - 180.86721 , 0.024000 - 90.33500 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,seawifs_filename,seawifs_es_error,seawifs_pixel_total,seawifs_tdiff,seawifs_solz,seawifs_senz,seawifs_cv,seawifs_windspeed,seawifs_chlor_a,insitu_chlor_a_type,insitu_chlor_a,seawifs_rrs412,seawifs_rrs443,seawifs_rrs490,seawifs_rrs510,seawifs_rrs555,seawifs_rrs670
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
295704,43.16000000,-62.10000000,2003-04-14 14:11:13,dfo_canada_chl,S2003104162126.L2_MLAC.R0000020842_dfo_canada_chl_295704.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,8610,34.21,32.69,0.140,3.662,0.53588400,chl,0.75999999,0.00165800,0.00209500,0.00237000,0.00192300,0.00127700,0.00013700
295709,43.88000000,-62.88000000,2003-04-18 19:29:00,dfo_canada_chl,S2003108172637.L2_MLAC.R0000020842_43N_43N_62W_62W.hdf_OCVAL.nc_dfo_canada_chl_295709_B5.tgz,0.00000000,25,-6575,38.16,58.45,0.084,3.785,1.38168100,chl,1.86099994,0.00024200,0.00152300,0.00238200,0.00247500,0.00221000,0.00114100
295777,43.31000000,-60.33000000,2003-10-24 19:49:28,dfo_canada_chl,S2003297164530.L2_MLAC.R0000020842_dfo_canada_chl_295777.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-10724,57.06,22.67,0.033,7.462,0.64262100,chl,0.96499997,0.00254600,0.00259800,0.00252900,0.00230300,0.00162800,0.00032000
295834,43.48000000,-62.44000000,2003-12-21 19:46:35,dfo_canada_chl,S2003355162600.L2_MLAC.R0000020842_43N_43N_62W_62W.hdf_OCVAL.nc_dfo_canada_chl_295834_B5.tgz,0.00000000,25,-10405,67.73,22.70,0.145,6.038,0.49374900,chl,0.72500002,0.00256400,0.00265500,0.00249000,0.00220200,0.00143200,0.00027200
295838,44.26000000,-63.31000000,2004-04-18 19:54:23,dfo_canada_chl,S2004109170055.L2_MLAC.R0000020842_dfo_canada_chl_295838.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-9620,35.70,27.17,0.097,5.164,2.13569700,chl,3.53099990,0.00053700,0.00107000,0.00146000,0.00149300,0.00146800,0.00028600
295844,42.12000000,-65.50000000,2004-04-20 19:34:34,dfo_canada_chl,S2004111164338.L2_MLAC.R0000020842_dfo_canada_chl_295844.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-9409,31.37,30.23,0.035,6.903,1.07067900,chl,3.13100004,0.00103800,0.00150400,0.00192900,0.00176200,0.00147300,0.00023500
295893,44.05000000,-61.06000000,2004-05-07 14:01:04,dfo_canada_chl,S2004128164435.L2_MLAC.R0000020842_44N_44N_61W_61W.hdf_OCVAL.nc_dfo_canada_chl_295893_B5.tgz,0.00000000,25,10701,29.71,22.96,0.048,11.003,0.50880200,chl,1.28400004,0.00604000,0.00511800,0.00422600,0.00379300,0.00276500,0.00061300
295936,44.26000000,-63.31000000,2004-10-19 16:12:49,dfo_canada_chl,S2004293170550.L2_MLAC.R0000020842_dfo_canada_chl_295936.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,3504,57.00,22.22,0.079,3.195,1.04793200,chl,0.62599999,0.00094500,0.00150200,0.00202100,0.00192000,0.00155300,0.00024600
296074,41.81000000,-63.62000000,2005-10-31 20:08:00,dfo_canada_chl,S2005304172442.L2_MLAC.R0000020842_dfo_canada_chl_296074.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-9428,60.06,29.85,0.051,6.135,0.66655200,chl,1.23300004,0.00254200,0.00246700,0.00227900,0.00217900,0.00155900,0.00032700
296075,42.90000000,-60.83000000,2005-11-01 14:32:00,dfo_canada_chl,S2005305162619.L2_MLAC.R0000020842_dfo_canada_chl_296075.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,7251,58.47,52.66,0.057,9.041,0.39730000,chl,0.53399998,0.00314900,0.00275800,0.00265800,0.00213800,0.00130000,0.00019100
296174,42.62000000,-64.09000000,2006-10-09 14:31:45,dfo_canada_chl,S2006282170349.L2_MLAC.R0000020842_dfo_canada_chl_296174.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,9643,51.46,39.76,0.040,6.741,0.53350700,chl,0.45699999,0.00211200,0.00250100,0.00270300,0.00227300,0.00152700,0.00020200
296247,44.86000000,-61.89000000,2007-04-21 17:49:00,dfo_canada_chl,S2007111175007.L2_MLAC.R0000020842_dfo_canada_chl_296247.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,829,41.29,42.99,0.099,2.501,2.24324400,chl,1.17999995,-0.00043100,0.00046700,0.00124700,0.00136300,0.00141100,0.00007100
296305,42.44000000,-65.47000000,2007-10-09 17:26:00,dfo_canada_chl,S2007282180215.L2_MLAC.R0000020842_42N_42N_65W_65W.hdf_OCVAL.nc_dfo_canada_chl_296305_B5.tgz,0.00000000,25,2544,55.80,28.67,0.036,7.487,0.95464600,chl,0.93900001,0.00275300,0.00285700,0.00273200,0.00264500,0.00210300,0.00039300
296355,44.27000000,-63.32000000,2008-04-19 20:37:00,dfo_canada_chl,S2008110175732.L2_MLAC.R0000020842_dfo_canada_chl_296355.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-8800,41.44,26.02,0.097,6.804,0.49235700,chl,0.23899999,0.00116300,0.00178600,0.00216700,0.00182100,0.00116600,-0.00003600
296491,42.41000000,-65.74000000,2008-10-12 17:36:00,dfo_canada_chl,S2008286180618.L2_MLAC.R0000020842_dfo_canada_chl_296491.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2171,57.45,26.15,0.025,4.508,1.13969200,chl,1.03600001,0.00238100,0.00252000,0.00276300,0.00270400,0.00221400,0.00054200
296533,42.13000000,-65.49000000,2009-04-14 17:41:00,dfo_canada_chl,S2009104182306.L2_MLAC.R0000020842_42N_42N_65W_65W.hdf_OCVAL.nc_dfo_canada_chl_296533_B5.tgz,0.00000000,25,3291,43.73,21.72,0.048,4.791,2.90280900,chl,8.53299999,0.00084200,0.00107200,0.00132300,0.00138600,0.00152700,0.00036200
296749,43.32000000,-60.34000000,2010-04-24 19:08:00,dfo_canada_chl,S2010114184400.L2_MLAC.R0000020842_43N_43N_60W_60W.hdf_OCVAL.nc_dfo_canada_chl_296749_B5.tgz,0.00000000,25,-751,48.38,25.49,0.131,7.704,1.48380400,chl,1.68700004,-0.00089000,0.00013000,0.00100500,0.00112400,0.00098200,0.00004800
296817,42.37000000,-61.30000000,2010-05-28 19:31:50,dfo_canada_chl,S2010148182842.L2_MLAC.R0000020842_dfo_canada_chl_296817.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-2872,39.57,27.74,0.141,8.853,0.42238700,chl,0.27500001,0.00490400,0.00487100,0.00448500,0.00381900,0.00226400,0.00027200
10035,43.06100000,-68.47800000,1999-06-30 20:03:00,el9907,S1999181164807.L2_MLAC.R0000020866_43N_43N_68W_68W.hdf_OCVAL.nc_el9907_10035_B5.tgz,0.00000000,25,-10793,20.59,22.56,0.026,2.064,0.56933100,chl,0.36350000,0.00370100,0.00360500,0.00348300,0.00295500,0.00209400,0.00029400
10051,41.94900000,-70.17800000,1999-07-02 16:55:00,el9907,S1999183163812.L2_MLAC.R0000020866_41N_41N_70W_70W.hdf_OCVAL.nc_el9907_10051_B5.tgz,0.00000000,25,-83,19.01,36.02,0.033,13.177,1.08906400,chl,3.09890008,0.00489400,0.00468100,0.00451200,0.00412500,0.00362600,0.00075900
10052,41.87500000,-70.22000000,1999-07-02 19:35:00,el9907,S1999183163812.L2_MLAC.R0000020866_41N_41N_70W_70W.hdf_OCVAL.nc_el9907_10052_B5.tgz,0.00000000,25,-9682,18.93,36.08,0.078,13.091,1.09726500,chl,1.33039999,0.00552400,0.00514200,0.00468800,0.00451800,0.00397000,0.00099500
10059,42.95000000,-69.71700000,1999-07-03 17:00:00,el9907,S1999184172244.L2_MLAC.R0000020866_42N_42N_69W_69W.hdf_OCVAL.nc_el9907_10059_B5.tgz,0.00000000,25,2241,22.95,43.58,0.023,1.585,1.14000400,chl,0.65590000,0.00182200,0.00205000,0.00222400,0.00211600,0.00176600,0.00018000
10066,43.61400000,-68.49500000,1999-07-04 16:38:00,el9907,S1999185162817.L2_MLAC.R0000020866_43N_43N_69W_68W.hdf_OCVAL.nc_el9907_10066_B5.tgz,0.00000000,25,314,20.76,41.04,0.034,3.334,1.24123700,chl,1.74109995,0.00440100,0.00406900,0.00403300,0.00372600,0.00341700,0.00058900
13690,41.81250000,-68.39220000,1997-10-09 16:23:00,en307,S1997282174627.L2_MLAC.R0000020867_41N_41N_68W_68W.hdf_OCVAL.nc_en307_13690_B5.tgz,0.00000000,25,5503,52.84,59.87,0.075,3.346,0.81233900,chl,1.24300003,0.00346700,0.00331900,0.00307400,0.00285200,0.00223700,0.00046500
13692,42.58800000,-67.51480000,1997-10-11 15:31:00,en307,S1997284173721.L2_MLAC.R0000020867_42N_42N_67W_67W.hdf_OCVAL.nc_en307_13692_B5.tgz,0.00000000,25,8066,53.76,55.20,0.034,9.925,1.16312700,chl,1.16299999,0.00147800,0.00174700,0.00215500,0.00221500,0.00181100,0.00036500
13698,42.62970000,-67.61850000,1999-10-22 18:00:00,en330,S1999295171353.L2_MLAC.R0000020868_42N_42N_67W_67W.hdf_OCVAL.nc_en330_13698_B5.tgz,0.00000000,25,-2286,55.85,37.36,0.045,7.720,0.61605000,chl,0.88000000,0.00291800,0.00276000,0.00255300,0.00231000,0.00167900,0.00030000
13701,42.41250000,-69.22670000,1999-12-05 19:26:00,en331,S1999339164442.L2_MLAC.R0000020869_42N_42N_69W_69W.hdf_OCVAL.nc_en331_13701_B5.tgz,0.00000000,25,-9193,65.05,32.61,0.065,4.358,1.07544300,chl,3.13899994,0.00253500,0.00228300,0.00210700,0.00194300,0.00171900,0.00034600
13704,42.12570000,-65.68500000,1999-12-09 18:32:00,en331,S1999343162416.L2_MLAC.R0000020869_42N_42N_65W_65W.hdf_OCVAL.nc_en331_13704_B5.tgz,0.00000000,25,-7200,65.06,39.50,0.115,4.560,0.98702600,chl,1.03199995,0.00219300,0.00203700,0.00212400,0.00199000,0.00141700,0.00023500
13706,42.22000000,-70.44500000,1999-12-12 17:35:00,en331,S1999346165714.L2_MLAC.R0000020869_42N_42N_70W_70W.hdf_OCVAL.nc_en331_13706_B5.tgz,0.00000000,25,-1763,65.67,24.85,0.036,7.449,1.59497900,chl,2.44000006,0.00389900,0.00393500,0.00440400,0.00437900,0.00402900,0.00086400
1202,42.35000000,-67.62200000,2002-07-11 15:08:00,en372,S2002192162836.L2_MLAC.R0000020872_42N_42N_67W_67W.hdf_OCVAL.nc_en372_1202_B5.tgz,0.00000000,25,5860,20.39,39.03,0.023,8.721,0.69849100,chl,0.41200000,0.00302700,0.00326400,0.00375100,0.00329600,0.00241400,0.00032000
1206,42.51140000,-69.50550000,2002-07-13 17:05:00,en372,S2002194161305.L2_MLAC.R0000020872_42N_42N_69W_69W.hdf_OCVAL.nc_en372_1206_B5.tgz,0.00000000,25,-2087,20.92,59.05,0.058,6.344,0.64005500,chl,0.38299999,0.00339100,0.00320700,0.00336800,0.00296300,0.00212800,0.00006400
100296,42.11880000,-70.29190000,2004-02-23 19:22:00,feb04mb,S2004054173401.L2_MLAC.R0000020880_42N_42N_70W_70W.hdf_OCVAL.nc_feb04mb_100296_B5.tgz,0.00000000,25,-6085,53.06,29.69,0.036,4.594,1.22590500,chl_a,0.44400001,0.00246900,0.00303100,0.00379800,0.00376400,0.00308200,0.00053200
15510,32.56240000,-79.82733000,1999-02-11 15:30:00,feb99sab,S1999042173351.L2_MLAC.R0000020881_32N_32N_80W_79W.hdf_OCVAL.nc_feb99sab_15510_B5.tgz,0.00000000,25,8109,46.64,22.53,0.025,3.592,1.70210500,chl,0.92299998,0.00465200,0.00546400,0.00693100,0.00695700,0.00645400,0.00113700
16379,42.34550000,-70.57150000,2002-07-23 14:40:00,jul02mb,S2002204163422.L2_MLAC.R0000021038_42N_42N_70W_70W.hdf_OCVAL.nc_jul02mb_16379_B5.tgz,0.00000000,25,7856,22.35,45.82,0.036,6.336,0.84822900,chl_a,0.74975997,0.00643800,0.00556400,0.00490400,0.00444500,0.00388100,0.00068700
16380,42.47880000,-70.61830000,2002-07-23 15:45:00,jul02mb,S2002204163422.L2_MLAC.R0000021038_42N_42N_70W_70W.hdf_OCVAL.nc_jul02mb_16380_B5.tgz,0.00000000,25,3954,22.47,46.11,0.029,5.859,0.76392800,chl_a,0.72807002,0.00603400,0.00524400,0.00452800,0.00411800,0.00352300,0.00053100
16381,42.39400000,-70.75330000,2002-07-23 16:45:00,jul02mb,S2002204163422.L2_MLAC.R0000021038_42N_42N_70W_70W.hdf_OCVAL.nc_jul02mb_16381_B5.tgz,0.00000000,25,355,22.39,46.52,0.036,5.594,0.86295300,chl_a,0.81357002,0.00569600,0.00483600,0.00450500,0.00400000,0.00340600,0.00039300
15496,41.14900000,-69.74800000,1998-07-09 15:20:00,jul98nan,S1998190171715.L2_MLAC.R0000021041_41N_41N_70W_69W.hdf_OCVAL.nc_jul98nan_15496_B5.tgz,0.00000000,25,7940,21.38,39.76,0.042,1.846,2.05211800,chl,1.60899997,0.00390400,0.00407500,0.00472000,0.00475900,0.00468700,0.00091700
15497,41.05300000,-69.84300000,1998-07-09 16:37:00,jul98nan,S1998190171715.L2_MLAC.R0000021041_41N_41N_70W_69W.hdf_OCVAL.nc_jul98nan_15497_B5.tgz,0.00000000,25,3321,21.27,39.50,0.028,1.828,1.88892800,chl,1.64499998,0.00393500,0.00422200,0.00486500,0.00488900,0.00466900,0.00092000
15498,41.01500000,-69.88400000,1998-07-09 17:35:00,jul98nan,S1998190171715.L2_MLAC.R0000021041_41N_41N_70W_69W.hdf_OCVAL.nc_jul98nan_15498_B5.tgz,0.00000000,25,-158,21.22,39.42,0.029,1.835,1.78401100,chl,1.37399995,0.00388600,0.00419600,0.00483200,0.00484000,0.00456300,0.00087600
15499,41.04200000,-69.95800000,1998-07-09 18:08:00,jul98nan,S1998190171715.L2_MLAC.R0000021041_41N_41N_70W_69W.hdf_OCVAL.nc_jul98nan_15499_B5.tgz,0.00000000,25,-2138,21.21,39.07,0.035,1.745,2.01813300,chl,1.37399995,0.00388800,0.00436400,0.00510900,0.00523800,0.00513700,0.00099500
15500,41.11700000,-70.05200000,1998-07-09 18:45:00,jul98nan,S1998190171715.L2_MLAC.R0000021041_41N_41N_70W_69W.hdf_OCVAL.nc_jul98nan_15500_B5.tgz,0.00000000,25,-4359,21.24,38.56,0.049,1.639,1.92271000,chl,1.39199996,0.00346000,0.00373200,0.00416100,0.00422400,0.00410400,0.00076100
16372,42.41100000,-70.43270000,2003-06-20 16:20:00,jun03mb,S2003171174220.L2_MLAC.R0000021043_42N_42N_70W_70W.hdf_OCVAL.nc_jun03mb_16372_B5.tgz,0.00000000,25,5943,24.65,52.02,0.047,3.628,1.37726000,chl_a,0.68996000,0.00165700,0.00183100,0.00196600,0.00190800,0.00168500,0.00016400
16374,42.19750000,-70.51320000,2003-06-20 19:25:00,jun03mb,S2003171174220.L2_MLAC.R0000021043_42N_42N_70W_70W.hdf_OCVAL.nc_jun03mb_16374_B5.tgz,0.00000000,25,-5153,24.46,52.03,0.076,4.338,2.05757900,chl_a,0.71564001,0.00035700,0.00066700,0.00114800,0.00123700,0.00122200,-0.00020200
100375,42.39400000,-70.75400000,2004-06-15 18:00:00,jun04mb,S2004167165340.L2_MLAC.R0000021044_42N_42N_70W_70W.hdf_OCVAL.nc_jun04mb_100375_B5.tgz,0.00000000,25,-2943,19.88,40.38,0.129,3.777,1.25651600,chl_a,0.45199999,0.00175900,0.00184000,0.00228300,0.00216600,0.00180400,-0.00035100
14949,39.52530000,-74.18320000,2001-08-01 16:36:00,leo_2001,S2001213164750.L2_MLAC.R0000021051_39N_39N_74W_74W.hdf_OCVAL.nc_leo_2001_14949_B5.tgz,0.00000000,25,1716,21.65,40.59,0.100,3.514,9.58562000,chl_a,5.69906998,0.00238300,0.00222000,0.00277900,0.00343700,0.00525300,0.00123700
14954,39.39980000,-74.26570000,2001-08-02 15:17:00,leo_2001,S2001214173045.L2_MLAC.R0000021051_39N_39N_74W_74W.hdf_OCVAL.nc_leo_2001_14954_B5.tgz,0.00000000,25,9003,23.77,39.50,0.091,4.461,7.00353000,chl_a,7.00629997,0.00281900,0.00273100,0.00342800,0.00427500,0.00597700,0.00175200
209822,40.96220000,-73.57400000,2006-04-27 18:25:00,lisicos0406,S2006117172732.L2_MLAC.R0000021056_40N_40N_73W_73W.hdf_OCVAL.nc_lisicos0406_209822_B5.tgz,0.00000000,25,-2552,29.18,40.05,0.026,1.867,11.16239100,chl_a,5.74800014,-0.00072300,0.00077300,0.00306600,0.00409800,0.00645600,0.00217800
209825,40.96220000,-73.57400000,2006-04-27 17:07:00,lisicos0406,S2006117172732.L2_MLAC.R0000021056_40N_40N_73W_73W.hdf_OCVAL.nc_lisicos0406_209825_B5.tgz,0.00000000,25,2128,29.18,40.05,0.026,1.867,11.16239100,chl,5.57299995,-0.00072300,0.00077300,0.00306600,0.00409800,0.00645600,0.00217800
209835,41.05930000,-72.79730000,2006-08-16 17:43:00,lisicos0806,S2006228182156.L2_MLAC.R0000021058_41N_41N_72W_72W.hdf_OCVAL.nc_lisicos0806_209835_B5.tgz,0.00000000,25,3189,35.14,48.89,0.059,3.220,9.86200600,chl_a,4.67399979,-0.00023500,0.00032700,0.00109400,0.00151700,0.00235300,0.00050800
210489,43.39860000,-70.21460000,2007-05-28 17:18:00,m02,S2007148180302.L2_MLAC.R0000021068_43N_43N_70W_70W.hdf_OCVAL.nc_m02_210489_B5.tgz,0.00000000,25,3661,30.31,26.28,0.050,4.249,2.63862300,chl_a,2.66899991,0.00266900,0.00286100,0.00275400,0.00331100,0.00356600,0.00106400
210490,43.17420000,-70.11590000,2007-05-28 19:08:00,m02,S2007148180302.L2_MLAC.R0000021068_43N_43N_70W_70W.hdf_OCVAL.nc_m02_210490_B5.tgz,0.00000000,25,-2935,30.24,26.92,0.037,4.615,1.09447800,chl_a,0.82900000,0.00194700,0.00259300,0.00274700,0.00266200,0.00212000,0.00025800
210491,43.12940000,-70.34890000,2007-05-28 21:01:00,m02,S2007148180302.L2_MLAC.R0000021068_43N_43N_70W_70W.hdf_OCVAL.nc_m02_210491_B5.tgz,0.00000000,25,-9714,30.09,26.18,0.067,4.030,1.66446200,chl_a,1.75199997,0.00292600,0.00314000,0.00299400,0.00343800,0.00321800,0.00087300
7067,37.45570000,-76.09433000,2003-08-24 15:28:00,move0803,S2003236174518.L2_MLAC.R0000021138_37N_37N_76W_76W.hdf_OCVAL.nc_move0803_7067_B5.tgz,0.00000000,25,9136,29.00,36.48,0.059,2.133,34.28630700,chl,8.77999973,-0.00167900,-0.00046700,0.00062600,0.00128600,0.00268500,0.00085200
7068,37.54320000,-76.10783000,2003-08-24 15:54:00,move0803,S2003236174518.L2_MLAC.R0000021138_37N_37N_76W_76W.hdf_OCVAL.nc_move0803_7068_B5.tgz,0.00000000,25,7575,29.07,36.32,0.033,2.073,23.09385400,chl,8.97999954,-0.00122300,-0.00016400,0.00085000,0.00147600,0.00273200,0.00093000
7069,37.62330000,-76.13833000,2003-08-24 16:20:00,move0803,S2003236174518.L2_MLAC.R0000021138_37N_37N_76W_76W.hdf_OCVAL.nc_move0803_7069_B5.tgz,0.00000000,25,6013,29.13,35.99,0.049,1.996,23.30450200,chl,10.21000004,-0.00100000,-0.00001500,0.00088400,0.00146200,0.00265400,0.00092900
7070,37.74080000,-76.16750000,2003-08-24 16:43:00,move0803,S2003236174518.L2_MLAC.R0000021138_37N_37N_76W_76W.hdf_OCVAL.nc_move0803_7070_B5.tgz,0.00000000,25,4632,29.21,35.66,0.109,1.915,23.44019800,chl,15.89999962,-0.00058800,0.00043100,0.00123000,0.00178000,0.00319700,0.00136900
7074,35.91600000,-73.95645000,2003-08-26 15:30:00,move0803,S2003238172843.L2_MLAC.R0000021138_36N_35N_73W_73W.hdf_OCVAL.nc_move0803_7074_B5.tgz,0.00000000,25,8040,27.61,29.49,0.014,5.554,0.24912000,chl,0.23999999,0.00840400,0.00748700,0.00613100,0.00456600,0.00283400,0.00051900
7075,35.99990000,-73.44988000,2003-08-26 19:02:00,move0803,S2003238172843.L2_MLAC.R0000021138_36N_35N_73W_73W.hdf_OCVAL.nc_move0803_7075_B5.tgz,0.00000000,25,-4682,27.87,31.69,0.020,5.815,0.13815200,chl,0.14000000,0.01022800,0.00880600,0.00668300,0.00469800,0.00283100,0.00051700
7076,36.06620000,-73.49210000,2003-08-26 20:25:00,move0803,S2003238172843.L2_MLAC.R0000021138_36N_35N_73W_73W.hdf_OCVAL.nc_move0803_7076_B5.tgz,0.00000000,25,-9663,27.91,31.39,0.018,5.799,0.20869100,chl,0.13000000,0.00920500,0.00801300,0.00635900,0.00467000,0.00287000,0.00053100
16936,35.25080000,-76.04910000,2002-10-01 14:55:00,nc-02-03,S2002274172255.L2_MLAC.R0000021153_35N_34N_76W_76W.hdf_OCVAL.nc_nc-02-03_16936_B5.tgz,0.00000000,25,9587,39.74,21.89,0.052,2.490,8.16819800,chl_a,10.57828999,0.00300400,0.00439500,0.00718300,0.00899400,0.01327500,0.00723100
16937,35.20190000,-76.23950000,2002-10-01 15:34:00,nc-02-03,S2002274172255.L2_MLAC.R0000021153_35N_34N_76W_76W.hdf_OCVAL.nc_nc-02-03_16937_B5.tgz,0.00000000,25,7248,39.66,21.92,0.050,2.319,5.89377300,chl_a,6.34353018,0.00382200,0.00464500,0.00638400,0.00758100,0.01032800,0.00432900
16938,35.10410000,-76.45140000,2002-10-01 16:24:00,nc-02-03,S2002274172255.L2_MLAC.R0000021153_35N_34N_76W_76W.hdf_OCVAL.nc_nc-02-03_16938_B5.tgz,0.00000000,25,4250,39.52,22.03,0.083,2.193,8.83221100,chl_a,5.32289982,0.00179000,0.00227400,0.00327200,0.00408800,0.00620100,0.00282900
16940,34.49130000,-76.40970000,2002-10-02 16:16:00,nc-02-03,S2002275180426.L2_MLAC.R0000021153_34N_34N_76W_76W.hdf_OCVAL.nc_nc-02-03_16940_B5.tgz,0.00000000,25,7198,42.70,59.22,0.103,0.715,1.13363400,chl_a,0.41025999,0.00781800,0.00748900,0.00811900,0.00779700,0.00660200,0.00099700
16942,34.25610000,-75.88080000,2002-11-08 15:42:00,nc-02-03,S2002312171848.L2_MLAC.R0000021153_34N_34N_76W_75W.hdf_OCVAL.nc_nc-02-03_16942_B5.tgz,0.00000000,25,6340,51.82,24.71,0.029,0.861,0.19729500,chl_a,0.28262001,0.00597800,0.00500500,0.00409600,0.00289500,0.00152400,0.00018500
16943,34.40420000,-76.22050000,2002-11-08 17:44:00,nc-02-03,S2002312171848.L2_MLAC.R0000021153_34N_34N_76W_75W.hdf_OCVAL.nc_nc-02-03_16943_B5.tgz,0.00000000,25,-982,51.90,26.10,0.051,1.201,0.42960500,chl_a,0.74835002,0.00489000,0.00420300,0.00401500,0.00328100,0.00208400,0.00025300
16945,34.34650000,-76.28220000,2003-02-24 17:09:00,nc-02-03,S2003055172710.L2_MLAC.R0000021153_34N_34N_76W_76W.hdf_OCVAL.nc_nc-02-03_16945_B5.tgz,0.00000000,25,1625,43.97,22.05,0.059,5.435,0.81013100,chl_a,0.37907001,0.00625900,0.00757100,0.00907500,0.00812600,0.00624900,0.00075200
16953,35.25020000,-76.05550000,2003-04-03 15:20:00,nc-02-03,S2003093170415.L2_MLAC.R0000021153_35N_34N_76W_75W.hdf_OCVAL.nc_nc-02-03_16953_B5.tgz,0.00000000,25,7121,30.02,39.49,0.057,6.706,6.88495000,chl_a,4.42966986,0.00218100,0.00325000,0.00533400,0.00649300,0.00915400,0.00490900
16954,35.20150000,-76.23980000,2003-04-03 16:22:00,nc-02-03,S2003093170415.L2_MLAC.R0000021153_35N_34N_76W_75W.hdf_OCVAL.nc_nc-02-03_16954_B5.tgz,0.00000000,25,3402,29.96,40.27,0.046,6.357,6.86101300,chl_a,2.64340997,0.00243000,0.00381800,0.00657600,0.00800400,0.01121200,0.00726900
209940,35.25050000,-76.04880000,2005-03-31 16:00:00,nc-03-05,S2005090171625.L2_MLAC.R0000021154_35N_34N_76W_76W.hdf_OCVAL.nc_nc-03-05_209940_B5.tgz,0.00000000,25,5429,31.28,45.56,0.024,4.814,4.95551400,chl,6.70699978,0.00633500,0.00777400,0.01074100,0.01231000,0.01578300,0.00962900
209941,35.20140000,-76.23960000,2005-03-31 16:47:00,nc-03-05,S2005090171625.L2_MLAC.R0000021154_35N_34N_76W_76W.hdf_OCVAL.nc_nc-03-05_209941_B5.tgz,0.00000000,25,2610,31.20,46.31,0.057,4.512,5.32399700,chl,6.70699978,0.00594000,0.00697300,0.00949800,0.01104700,0.01467100,0.00843100
16922,34.01937000,-76.14320000,2003-04-15 14:50:00,nc-04-03,S2003105170225.L2_MLAC.R0000021155_35N_34N_76W_76W.hdf_OCVAL.nc_nc-04-03_16922_B5.tgz,0.00000000,25,8903,24.43,39.68,0.035,1.381,0.14193700,chl_a,0.02520000,0.00822100,0.00707200,0.00560200,0.00355300,0.00179800,0.00014300
16924,34.26580000,-76.35187000,2003-04-15 16:15:00,nc-04-03,S2003105170225.L2_MLAC.R0000021155_35N_34N_76W_76W.hdf_OCVAL.nc_nc-04-03_16924_B5.tgz,0.00000000,25,3800,24.64,40.79,0.026,1.669,0.22964900,chl_a,0.12707999,0.00684300,0.00636800,0.00590000,0.00405300,0.00217300,0.00019900
16926,34.47148000,-76.55165000,2003-04-15 17:10:00,nc-04-03,S2003105170225.L2_MLAC.R0000021155_35N_34N_76W_76W.hdf_OCVAL.nc_nc-04-03_16926_B5.tgz,0.00000000,25,497,24.83,41.95,0.066,2.036,1.66224100,chl_a,0.58735001,0.00316800,0.00392100,0.00514900,0.00515500,0.00473800,0.00090700
16927,35.11907000,-76.21553000,2003-04-15 17:30:00,nc-04-03,S2003105170225.L2_MLAC.R0000021155_35N_34N_76W_76W.hdf_OCVAL.nc_nc-04-03_16927_B5.tgz,0.00000000,25,-714,25.50,41.06,0.070,2.643,6.58578500,chl_a,1.89910996,0.00278100,0.00319700,0.00445600,0.00524300,0.00743800,0.00384200
